"commune";"type_ecole";"mail";"code_postal";"nom_etablissement";"departement";"adresse";"statut";"latitude";"longitude"
"Le Mans";"Mater";"ce.0720607u@ac-nantes.fr";"72000";"Ecole maternelle publique Maryse Bastié";"Sarthe";"21 Rue Du Gréco";"Public";"47.9740602088217";"0.21313514217724405"
"Le Mans";"Mater";"ce.0720610x@ac-nantes.fr";"72100";"Ecole maternelle publique Docteur Calmette";"Sarthe";"1  Place Huchepie";"Public";"47.96772669660621";"0.2014847586116707"
"Le Mans";"Mater";"ce.0720613a@ac-nantes.fr";"72100";"Ecole maternelle publique Adrienne Bolland";"Sarthe";"9 Rue Du Colonel Renard";"Public";"47.96582669491053";"0.20368077846532048"
"Le Mans";"Mater";"ce.0720617e@ac-nantes.fr";"72000";"Ecole maternelle publique Marie Curie";"Sarthe";"12 Rue Beauregard";"Public";"47.993964628700496";"0.17712885104846848"
"Le Mans";"Mater";"ce.0720621j@ac-nantes.fr";"72000";"Ecole maternelle publique Germain Pilon";"Sarthe";"24 Rue Germain Pilon";"Public";"48.01213209532736";"0.20352669582947408"
"Précigné";"Elem";"ce.0720634y@ac-nantes.fr";"72300";"Ecole primaire publique François Rabelais";"Sarthe";"11 Rue Alain De Rouge";"Public";"47.767794867909224";"-0.32529805764069225"
"Saint-Célerin";"Elem";"ce.0720657y@ac-nantes.fr";"72110";"Ecole primaire publique L'Ecole Géroise";"Sarthe";"Route De Lombron";"Public";"48.12204395944353";"0.4310699351570407"
"Saint-Calais";"Mater";"ce.0720658z@ac-nantes.fr";"72120";"Ecole maternelle publique Dr Ollivier";"Sarthe";"1 Rue Du Docteur Ollivier";"Public";"47.92013960354695";"0.742184675347249"
"Saint-Georges-le-Gaultier";"Elem";"ce.0720692l@ac-nantes.fr";"72130";"Ecole primaire publique";"Sarthe";"26 Rue Des Ardoisières";"Public";"48.29745249409736";"-0.10815356149100289"
"Le Mans";"Elem";"ce.0720703y@ac-nantes.fr";"72100";"Ecole élémentaire publique Jules Ferry";"Sarthe";"5 Rue Jules Ferry";"Public";"47.97750241724253";"0.20159753509511918"
"Le Mans";"Elem";"ce.0720708d@ac-nantes.fr";"72000";"Ecole élémentaire publique Gounod Michel";"Sarthe";"4 Allée Claude Debussy";"Public";"47.972932155345624";"0.209009191142504"
"Le Mans";"Elem";"ce.0720719r@ac-nantes.fr";"72100";"Ecole élémentaire publique Pierre Philippeaux";"Sarthe";"180 Avenue Jean Jaurès";"Public";"47.98771547507096";"0.20795015222326851"
"La Bazoge";"Mater";"ce.0721199m@ac-nantes.fr";"72650";"Ecole maternelle publique Henri Matisse";"Sarthe";"24  Rue Des Hortensias";"Public";"48.09612279192247";"0.14826509969323742"
"La Milesse";"Elem";"ce.0721202r@ac-nantes.fr";"72650";"Ecole élémentaire publique Robert Desnos";"Sarthe";"1 Rue Des Ecoles";"Public";"48.06368528342164";"0.1353334930958239"
"La Chapelle-du-Bois";"Elem";"ce.0721207w@ac-nantes.fr";"72400";"Ecole primaire publique Gutenberg";"Sarthe";"1 Rue Des Ecoles";"Public";"48.22256373296885";"0.5924145235376087"
"Champagné";"Elem";"ce.0721229v@ac-nantes.fr";"72470";"Ecole élémentaire publique Louise Michel";"Sarthe";"Rue Célestin Freinet";"Public";"48.02399677385947";"0.331443016418637"
"Chahaignes";"Elem";"ce.0721256z@ac-nantes.fr";"72340";"Ecole primaire publique";"Sarthe";"20 Rue De La Fontaine Marot";"Public";"47.74121976793891";"0.5130715276798734"
"Beaufay";"Elem";"ce.0721259c@ac-nantes.fr";"72110";"Ecole primaire publique";"Sarthe";"2 Rue Des Landes";"Public";"48.145762133004396";"0.3621978688565406"
"Saint-Vincent-du-Lorouër";"Elem";"ce.0721270p@ac-nantes.fr";"72150";"Ecole élémentaire publique";"Sarthe";"24 Rue Edmond Charlot";"Public";"47.82458304812422";"0.48736359984644484"
"Allonnes";"Mater";"ce.0721294r@ac-nantes.fr";"72700";"Ecole maternelle publique Paul Langevin";"Sarthe";"Boulevard De Vendée";"Public";"47.95425637063419";"0.16841804220584994"
"Rouessé-Vassé";"Elem";"ce.0721308f@ac-nantes.fr";"72140";"Ecole primaire publique Nicolas Grippon";"Sarthe";"8 Rue De L'Ecole";"Public";"48.16033436196654";"-0.19676963305879408"
"Mont-Saint-Jean";"Elem";"ce.0721309g@ac-nantes.fr";"72140";"Ecole primaire publique Les Quatre Saisons";"Sarthe";"7 Rue Des Ecoles";"Public";"48.24610997481646";"-0.10856936967350939"
"La Flèche";"Elem";"ce.0721372a@ac-nantes.fr";"72200";"Ecole élémentaire publique André Fertre";"Sarthe";"Rue De La Magdeleine";"Public";"47.70142073421439";"-0.08243234907309727"
"Courgains";"Elem";"ce.0721377f@ac-nantes.fr";"72260";"Ecole primaire publique St Exupéry";"Sarthe";"Chemin Des Gats";"Public";"48.290562249090854";"0.2806875661919392"
"Mulsanne";"Elem";"ce.0721387s@ac-nantes.fr";"72230";"Ecole primaire publique Paul Cézanne";"Sarthe";"Allée De La Rochère";"Public";"47.91339994998762";"0.2519633896508873"
"Neuville-sur-Sarthe";"Elem";"ce.0721388t@ac-nantes.fr";"72190";"Ecole primaire publique Léonard de Vinci";"Sarthe";"12 Grande Rue";"Public";"48.076055354183076";"0.19192157169686608"
"Etival-lès-le-Mans";"Mater";"ce.0721443c@ac-nantes.fr";"72700";"Ecole maternelle publique";"Sarthe";"Route De Voivres";"Public";"47.954785193783366";"0.08697824751876432"
"Le Mans";"Mater";"ce.0721471h@ac-nantes.fr";"72000";"Ecole maternelle publique Eugénie Cotton";"Sarthe";"28 Rue Etienne Falconet";"Public";"47.970004700028056";"0.21542680627112742"
"Le Mans";"Elem";"direction@ecolejulesverne.fr";"72100";"Ecole primaire privée COURS JULES VERNE - ESPERANCE BANLIEUES";"Sarthe";"5 Rue De Bel Air";"Privé";"47.969196773451536";"0.21667338128536556"
"Orvault";"Mater";"ce.0440988k@ac-nantes.fr";"44700";"Ecole maternelle publique La Ferrière";"Loire-Atlantique";"4 Avenue De La Jeunesse";"Public";"47.24505240270874";"-1.5910896729313704"
"Besné";"Elem";"ce.0441091x@ac-nantes.fr";"44160";"Ecole primaire privée Sainte Marie";"Loire-Atlantique";"21 Rue De La Roche À Berthe";"Privé";"47.397991889348404";"-2.0914593324755812"
"Quilly";"Elem";"ce.0441304d@ac-nantes.fr";"44750";"Ecole primaire privée Sainte Thérèse";"Loire-Atlantique";"6 Rue Du Bois Joli";"Privé";"47.46105503640043";"-1.9561820278350701"
"Saint-Mars-du-Désert";"Elem";"ce.0441323z@ac-nantes.fr";"44850";"Ecole primaire privée Saint Martin";"Loire-Atlantique";"18 Rue Julienne David";"Privé";"47.36615177487843";"-1.4080398001531922"
"Nantes";"Elem";"ce.0441463b@ac-nantes.fr";"44319";"Ecole primaire privée Blanche de Castille";"Loire-Atlantique";"45 Boulevard Jules Verne, Bp 61902";"Privé";"47.237047162867285";"-1.5334998940708784"
"La Chapelle-sur-Erdre";"Mater";"ce.0441660r@ac-nantes.fr";"44240";"Ecole maternelle publique Beausoleil";"Loire-Atlantique";"Rue Beausoleil";"Public";"47.3041986342787";"-1.5617105383805194"
"La Chapelle-sur-Erdre";"Elem";"ce.0441661s@ac-nantes.fr";"44240";"Ecole élémentaire publique Robert Doisneau";"Loire-Atlantique";"Boulevard Du Gesvres";"Public";"47.26723466001939";"-1.5520201834466394"
"La Baule-Escoublac";"Mater";"ce.0441663u@ac-nantes.fr";"44500";"Ecole maternelle publique Paul Minot";"Loire-Atlantique";"3 Avenue Paul Minot";"Public";"47.28580323580082";"-2.3673297079953923"
"Pont-Saint-Martin";"Mater";"ce.0441844r@ac-nantes.fr";"44860";"Ecole maternelle publique Les Halbrans";"Loire-Atlantique";"Impasse Des Halbrans";"Public";"47.12451709687512";"-1.5812300270721344"
"La Chapelle-sur-Erdre";"Mater";"ce.0441919x@ac-nantes.fr";"44240";"Ecole maternelle publique Robert Doisneau";"Loire-Atlantique";"Boulevard Du Gesvres";"Public";"47.26723466001939";"-1.5520201834466394"
"Nantes";"Elem";"ce.0441924c@ac-nantes.fr";"44300";"Ecole élémentaire publique La Beaujoire";"Loire-Atlantique";"66 Bd Du Professeur René Auvigné";"Public";"47.2572500391477";"-1.5187459586842098"
"Chaillé-les-Marais";"Elem";"ce.0851152r@ac-nantes.fr";"85450";"Ecole primaire publique Hélène de Suzannet";"Vendée";"1 Rue Jules Ferry";"Public";"46.3936801292305";"-1.0197915059287512"
"Saint-Saturnin";"Elem";"ce.0720772y@ac-nantes.fr";"72650";"Ecole élémentaire publique Les 7 plumes";"Sarthe";"12 Rue Des Ecoles";"Public";"48.06294909614316";"0.16238482501045068"
"Château-Thébaud";"Elem";"ce.0440388h@ac-nantes.fr";"44690";"Ecole primaire privée Saint Joseph";"Loire-Atlantique";"6 Rue Du Prieuré";"Privé";"47.12414237745458";"-1.4219696083208484"
"Chaumes-en-Retz";"Elem";"ce.0441105m@ac-nantes.fr";"44320";"Ecole primaire privée Sainte Marie";"Loire-Atlantique";"2 Place De L'Aqueduc, Arthon-En-Retz";"Privé";"47.11845357982229";"-1.9399933690463163"
"Guémené-Penfao";"Elem";"ce.0441140a@ac-nantes.fr";"44290";"Ecole primaire privée Sainte Marie";"Loire-Atlantique";"35 Rue De Subrette";"Privé";"47.633192972548606";"-1.827269788606024"
"La Haie-Fouassière";"Elem";"ce.0441153p@ac-nantes.fr";"44690";"Ecole primaire privée Saint Joseph";"Loire-Atlantique";"23 Rue De La Gare";"Privé";"47.15626998653256";"-1.398120348471695"
"Le Landreau";"Elem";"ce.0441206x@ac-nantes.fr";"44430";"Ecole primaire privée Sainte Marie";"Loire-Atlantique";"15 Rue Des Moulins";"Privé";"47.20551604450978";"-1.307540008990625"
"Plessé";"Elem";"ce.0441225t@ac-nantes.fr";"44630";"Ecole primaire privée Notre-Dame";"Loire-Atlantique";"6 Rue De Guémené";"Privé";"47.542529475732366";"-1.8858494394529015"
"Saint-Mars-de-Coutais";"Elem";"ce.0441324a@ac-nantes.fr";"44680";"Ecole primaire privée Sainte Thérèse";"Loire-Atlantique";"8 Rue Du Grand Pré";"Privé";"47.1113842083421";"-1.7332396333721563"
"Donges";"Elem";"ce.0440363f@ac-nantes.fr";"44480";"Ecole primaire privée Saint Joseph";"Loire-Atlantique";"50 Rue Des Ecoles";"Privé";"47.319081955422654";"-2.071890637251444"
"Couëron";"Elem";"ce.0440372r@ac-nantes.fr";"44220";"Ecole primaire privée Saint Symphorien";"Loire-Atlantique";"53 Rue Henri Gautier";"Privé";"47.21626729061614";"-1.729129761397028"
"Chaumes-en-Retz";"Elem";"ce.0440441r@ac-nantes.fr";"44320";"Ecole primaire publique Charles Perrault";"Loire-Atlantique";"6 Rue D'Arthon, Arthon-En-Retz";"Public";"47.18631669787936";"-1.9456601513630971"
"Brains";"Elem";"ce.0440480h@ac-nantes.fr";"44830";"Ecole primaire publique Jules Verne";"Loire-Atlantique";"20 Rue Des Clos Mats";"Public";"47.16760365899996";"-1.7219798638989072"
"Chaumes-en-Retz";"Elem";"ce.0440498c@ac-nantes.fr";"44680";"Ecole primaire publique Armelle Chevalier";"Loire-Atlantique";"2 Rue De La Blanche, Chemere";"Public";"47.123877452759714";"-1.9136199885273026"
"Conquereuil";"Elem";"ce.0440504j@ac-nantes.fr";"44290";"Ecole primaire publique La Renaissance";"Loire-Atlantique";"1 Place Jeanne Brétéché";"Public";"47.62640686934888";"-1.7542822707539822"
"Derval";"Elem";"ce.0440524f@ac-nantes.fr";"44590";"Ecole primaire publique Le Tourniquet";"Loire-Atlantique";"6 Rue Du Tourniquet";"Public";"47.666813364552276";"-1.6686093665194872"
"Donges";"Elem";"ce.0440528k@ac-nantes.fr";"44480";"Ecole primaire publique de La Pommeraye";"Loire-Atlantique";"28 Rue De L'Erdre, La Pommeraye";"Public";"47.355890413643344";"-2.103909423119097"
"La Haie-Fouassière";"Elem";"ce.0440566b@ac-nantes.fr";"44690";"Ecole élémentaire publique Charles Gifard";"Loire-Atlantique";"4 Rue De La Treille";"Public";"47.15310509245753";"-1.3998496740733517"
"Nantes";"Elem";"ce.0440626s@ac-nantes.fr";"44300";"Ecole élémentaire publique La Chauvinière";"Loire-Atlantique";"32 Boulevard De La Chauvinière";"Public";"47.252593286665835";"-1.5746504408418156"
"Nantes";"Elem";"ce.0440641h@ac-nantes.fr";"44100";"Ecole élémentaire publique Fraternité";"Loire-Atlantique";"24 Boulevard De La Fraternité";"Public";"47.21562782053454";"-1.5861101691678403"
"Nantes";"Mater";"ce.0440721v@ac-nantes.fr";"44200";"Ecole maternelle publique Gustave Roch";"Loire-Atlantique";"24 Boulevard Gustave Roch";"Public";"47.20481370774089";"-1.5505793438662472"
"Orvault";"Mater";"ce.0440740r@ac-nantes.fr";"44700";"Ecole maternelle publique Bois-Saint-Louis";"Loire-Atlantique";"18 Avenue Des Lilas";"Public";"47.246279012857954";"-1.5823403588694567"
"Pont-Saint-Martin";"Elem";"ce.0440761n@ac-nantes.fr";"44860";"Ecole élémentaire publique Les Halbrans";"Loire-Atlantique";"Impasse Réné Rabouin";"Public";"47.12508533826677";"-1.5807498644001154"
"Riaillé";"Elem";"ce.0440808p@ac-nantes.fr";"44440";"Ecole primaire publique Robert Doisneau";"Loire-Atlantique";"224 Rue Des Rochettes";"Public";"47.51818041039585";"-1.2982894834343417"
"Vallons-de-l'Erdre";"Mater";"ce.0440863z@ac-nantes.fr";"44540";"Ecole maternelle publique Jules Ferry";"Loire-Atlantique";"Boulevard Jules Ferry, Saint-Mars-La-Jaille";"Public";"47.52736204961893";"-1.1820604536831023"
"Saint-Nazaire";"Elem";"ce.0440880t@ac-nantes.fr";"44600";"Ecole primaire publique Jules Simon";"Loire-Atlantique";"20 Allée André Malraux";"Public";"47.28403028239075";"-2.2585704856741717"
"Sainte-Reine-de-Bretagne";"Elem";"ce.0440915f@ac-nantes.fr";"44160";"Ecole primaire publique René-Guy Cadou";"Loire-Atlantique";"14 Rue René De Châteaubriand";"Public";"47.43986731256162";"-2.19049980132022"
"Vigneux-de-Bretagne";"Elem";"ce.0440972t@ac-nantes.fr";"44360";"Ecole primaire publique Charles Perrault";"Loire-Atlantique";"3 Place Jules Verne, La Paquelais";"Public";"47.33144705594105";"-1.6961699435955908"
"Corcoué-sur-Logne";"Elem";"ce.0442643j@ac-nantes.fr";"44650";"Ecole primaire publique L'Odyssée";"Loire-Atlantique";"3 Lieu-Dit Bagatelle";"Public";"46.96153047009743";"-1.5858101512416818"
"Herbignac";"Elem";"ce.0442773a@ac-nantes.fr";"44410";"Ecole primaire publique Marie Pape-Carpantier";"Loire-Atlantique";"2 Place Olympe De Gouges";"Public";"47.44666430971319";"-2.3239901393661158"
"Saint-Hilaire-de-Clisson";"Elem";"ce.0442847f@ac-nantes.fr";"44190";"Ecole primaire publique Simone Veil";"Loire-Atlantique";"2 Rue Des Ecoles";"Public";"47.0614398900346";"-1.3125294160000782"
"Grandchamp-des-Fontaines";"Mater";"ce.0442934a@ac-nantes.fr";"44119";"Ecole maternelle publique Hippolyte Monnier";"Loire-Atlantique";"5 Bis Route De La Futaie";"Public";"47.36659746913314";"-1.6104009977333518"
"Avrillé";"Elem";"ce.0490065e@ac-nantes.fr";"49240";"Ecole primaire publique Jean Piaget";"Maine-et-Loire";"16 Avenue Des Trois Cormiers";"Public";"47.50565302802878";"-0.5982505494419655"
"Angers";"Mater";"ce.0490095m@ac-nantes.fr";"49100";"Ecole maternelle publique Victor Hugo";"Maine-et-Loire";"26 Rue Victor Hugo";"Public";"47.47880745498154";"-0.5366304706528798"
"Cholet";"Mater";"ce.0490116k@ac-nantes.fr";"49300";"Ecole maternelle publique Le Paradis";"Maine-et-Loire";"43 Rue Du Paradis";"Public";"47.062677342258375";"-0.8732599866072238"
"Feneu";"Elem";"ce.0490246b@ac-nantes.fr";"49460";"Ecole primaire publique L'Eau Vive";"Maine-et-Loire";"Rue Du Bignon";"Public";"47.57101698869324";"-0.595250572842371"
"Trélazé";"Elem";"ce.0490269b@ac-nantes.fr";"49800";"Ecole élémentaire publique Paul Fort";"Maine-et-Loire";"259 Rue Elisée Reclus";"Public";"47.451503369257345";"-0.5075096899106359"
"Bégrolles-en-Mauges";"Elem";"ce.0491518j@ac-nantes.fr";"49122";"Ecole primaire privée Saint Jean-Baptiste";"Maine-et-Loire";"22 Rue Des Landes";"Privé";"47.13857745768865";"-0.9396106008810002"
"Beaupréau-en-Mauges";"Elem";"ce.0491525s@ac-nantes.fr";"49600";"Ecole primaire privée Saint jean";"Maine-et-Loire";"2 Rue Françoise Dolto, Beaupreau";"Privé";"47.20388942647816";"-0.9841357311584767"
"La Plaine";"Elem";"ce.0491542k@ac-nantes.fr";"49360";"Ecole primaire privée François Denechere";"Maine-et-Loire";"13 Rue Pierre Mérand";"Privé";"47.06949120926238";"-0.6324504532593229"
"Angers";"Elem";"ce.0491904d@ac-nantes.fr";"49000";"Ecole primaire publique René Brossard";"Maine-et-Loire";"5 Bis Rue De Géricault";"Public";"47.45901738197047";"-0.5240000615734297"
"Angers";"Elem";"ce.0491906f@ac-nantes.fr";"49000";"Ecole primaire publique Jean Rostand";"Maine-et-Loire";"3 Rue Jean Rostand";"Public";"47.462599881132135";"-0.5982894489329837"
"Beaupréau-en-Mauges";"Elem";"ce.0491909j@ac-nantes.fr";"49600";"Ecole élémentaire publique Jules Ferry";"Maine-et-Loire";"18 Bis Rue De La Sablière, Beaupreau";"Public";"47.20762171323734";"-0.9896994888114667"
"Baugé-en-Anjou";"Elem";"ce.0491912m@ac-nantes.fr";"49150";"Ecole primaire publique Am Stram Gram";"Maine-et-Loire";"8 Grande Rue Grande Rue, Saint Martin D'Arce";"Public";"47.622666755653164";"-0.07102890725967581"
"Saint-Clément-des-Levées";"Elem";"ce.0491949c@ac-nantes.fr";"49350";"Ecole primaire publique Yvonne Lombard";"Maine-et-Loire";"16 Rue Georges Peron";"Public";"47.332301490725854";"-0.1824096980069303"
"Cholet";"Mater";"ce.0491957l@ac-nantes.fr";"49300";"Ecole maternelle publique Molière";"Maine-et-Loire";"5 Rue De Maupassant";"Public";"47.069341997362585";"-0.8780503296331897"
"Montreuil-Juigné";"Elem";"ce.0491959n@ac-nantes.fr";"49460";"Ecole primaire publique Marcel Pagnol";"Maine-et-Loire";"1  Rue De Venise";"Public";"47.52660018295801";"-0.5977104989146497"
"Angers";"Elem";"ce.0492030r@ac-nantes.fr";"49100";"Ecole primaire publique Marie Talet";"Maine-et-Loire";"14 Rue Du Major Allard";"Public";"47.47563770322982";"-0.5424601319062371"
"Angers";"Elem";"ce.0492051n@ac-nantes.fr";"49100";"Ecole élémentaire publique Voltaire";"Maine-et-Loire";"4 Rue De Touraine";"Public";"47.486088023281305";"-0.5322319744300814"
"Durtal";"Elem";"ce.0492052p@ac-nantes.fr";"49430";"Ecole primaire publique René Rondreux";"Maine-et-Loire";"18 Rue De Bellevue, Bp 44";"Public";"47.67246261621411";"-0.2321651547616803"
"Les Cerqueux";"Elem";"ce.0492057v@ac-nantes.fr";"49360";"Ecole primaire privée Notre Dame de la Pierre Bleue";"Maine-et-Loire";"24 Rue Amand Michaud";"Privé";"46.999993257388205";"-0.6441099740092852"
"Ecouflant";"Mater";"ce.0492067f@ac-nantes.fr";"49000";"Ecole maternelle publique Belle-Branche";"Maine-et-Loire";"Promenade De La Vieille Maine";"Public";"47.52885866717397";"-0.5284600802219691"
"Mûrs-Erigné";"Mater";"ce.0492077s@ac-nantes.fr";"49610";"Ecole maternelle publique Charles Perrault";"Maine-et-Loire";"13 Rue De La Clairière";"Public";"47.3973893527536";"-0.5259902783107164"
"Sèvremoine";"Elem";"ce.0492086b@ac-nantes.fr";"49660";"Ecole primaire privée Sacré-Coeur";"Maine-et-Loire";"Espace Saint-Hubert, Torfou";"Privé";"47.036803292332564";"-1.1177496701925889"
"Les Ponts-de-Cé";"Elem";"ce.0492229g@ac-nantes.fr";"49130";"Ecole primaire publique André Malraux";"Maine-et-Loire";"46 Avenue Du 8 Mai 1945";"Public";"47.43720283339779";"-0.5241300106765747"
"Saumur";"Elem";"ce.0492320f@ac-nantes.fr";"49400";"Ecole primaire publique Ile Millocheau";"Maine-et-Loire";"66 Rue Auguste Courtoison";"Public";"47.266512922805376";"-0.07661864086488673"
"Beaupréau-en-Mauges";"Elem";"ce.0492349m@ac-nantes.fr";"49510";"Ecole primaire publique Jean de La Fontaine";"Maine-et-Loire";"Chemin De La Fontaine, Jallais";"Public";"47.195627113283905";"-0.8701004285196141"
"Assé-le-Bérenger";"Elem";"ce.0530098u@ac-nantes.fr";"53600";"Ecole primaire publique Assé-le-Bérenger";"Mayenne";"7 Route Sainte Suzanne";"Public";"48.154758269218185";"-0.32279947575368473"
"Château-Gontier-sur-Mayenne";"Elem";"ce.0530102y@ac-nantes.fr";"53200";"Ecole élémentaire publique";"Mayenne";"Rue Chant D'Oiseau, Aze";"Public";"47.82066457962986";"-0.6843049882307507"
"Beaulieu-sur-Oudon";"Elem";"ce.0530117p@ac-nantes.fr";"53320";"Ecole primaire publique de l'Oudon";"Mayenne";"2 Rue De L'Étang, Le Bourg";"Public";"48.00456497271601";"-0.9961733567458614"
"Beaumont-Pied-de-Boeuf";"Elem";"ce.0530118r@ac-nantes.fr";"53290";"Ecole élémentaire publique";"Mayenne";"4 Route De L'Ecole";"Public";"47.9041743351587";"-0.43337015502399684"
"La Bigottière";"Mater";"ce.0530123w@ac-nantes.fr";"53240";"Ecole maternelle publique";"Mayenne";"11 Rue De L'Ecole";"Public";"48.21788276414737";"-0.7987104842443342"
"Crossac";"Elem";"ce.0440367k@ac-nantes.fr";"44160";"Ecole primaire privée Montfort";"Loire-Atlantique";"2 Rue De La Brière";"Privé";"47.409747056600615";"-2.168439582124459"
"Clisson";"Elem";"ce.0440378x@ac-nantes.fr";"44190";"Ecole primaire privée Sainte-Famille";"Loire-Atlantique";"3 Place De La Trinité";"Privé";"47.08911619258495";"-1.2768405625374697"
"Pornic";"Elem";"ce.0440379y@ac-nantes.fr";"44210";"Ecole primaire privée Sainte Victoire";"Loire-Atlantique";"20 Rue Sainte-Victoire, Le Clion Sur Mer";"Privé";"47.12122080381083";"-2.051630141524756"
"La Chevallerais";"Elem";"ce.0440383c@ac-nantes.fr";"44810";"Ecole primaire privée Saint Aubin";"Loire-Atlantique";"Rue Du Théâtre";"Privé";"47.46914489607457";"-1.6707728662264314"
"Chauvé";"Elem";"ce.0440387g@ac-nantes.fr";"44320";"Ecole primaire privée Saint Joseph";"Loire-Atlantique";"2 Rue D'Arthon";"Privé";"47.150488827220535";"-1.9849118010098286"
"Assérac";"Elem";"ce.0440442s@ac-nantes.fr";"44410";"Ecole primaire publique Jacques Raux";"Loire-Atlantique";"1 Rue Du Pont De Bois";"Public";"47.42701362455582";"-2.3928502510144107"
"Divatte-sur-Loire";"Elem";"ce.0440444u@ac-nantes.fr";"44450";"Ecole primaire publique La Clé des Champs";"Loire-Atlantique";"3 Rue Du Vieux Moulin, Barbechat";"Public";"47.27886868912519";"-1.2868896518145132"
"Batz-sur-Mer";"Elem";"ce.0440446w@ac-nantes.fr";"44740";"Ecole primaire publique Alain Boutle";"Loire-Atlantique";"4 Rue Alain Boutle";"Public";"47.27674999425392";"-2.4747202133710102"
"Bouée";"Elem";"ce.0440468v@ac-nantes.fr";"44260";"Ecole primaire publique Les Courlis";"Loire-Atlantique";"1 Route De Le Violiere";"Public";"47.32114808916152";"-1.9103963248429223"
"Bouguenais";"Elem";"ce.0440469w@ac-nantes.fr";"44340";"Ecole élémentaire publique Chateaubriand";"Loire-Atlantique";"2 Rue Commune De Paris 1871";"Public";"47.178890931389034";"-1.6189174099769046"
"Bouguenais";"Elem";"ce.0440475c@ac-nantes.fr";"44340";"Ecole élémentaire publique Fougan de Mer";"Loire-Atlantique";"1 Rue Georges Guynemer, Les Couets";"Public";"47.185641764682416";"-1.5805896298890139"
"Corsept";"Elem";"ce.0440506l@ac-nantes.fr";"44560";"Ecole primaire publique Camille Corot";"Loire-Atlantique";"12 Rue Des Prés";"Public";"47.27682711884248";"-2.057640168634813"
"Drefféac";"Elem";"ce.0440529l@ac-nantes.fr";"44530";"Ecole primaire publique L'Arbre Enchanté";"Loire-Atlantique";"3 Grande Rue";"Public";"47.47710694601023";"-2.055730199480325"
