"commune";"type_ecole";"mail";"code_postal";"nom_etablissement";"departement";"adresse";"statut";"latitude";"longitude"
"Saint-Joseph";"Elem";"ce.9720291j@ac-martinique.fr";"97212";"Ecole primaire LISE DESIR-CARTESSE - CHAPELLE";"Martinique";"Quartier Chapelle";"Public";"14.682586448915151";"-61.018069807221316"
"Sainte-Luce";"Mater";"ce.9720297r@ac-martinique.fr";"97228";"Ecole maternelle CARAIBE";"Martinique";"Quartier Epinay";"Public";"14.505832632622305";"-60.926700105235184"
"La Trinité";"Elem";"ce.9720327y@ac-martinique.fr";"97220";"Ecole élémentaire Ultima Vestris";"Martinique";"Rue Des Sinistrés, Quartier Epinette";"Public";"14.737118411474007";"-60.96312867058676"
"La Trinité";"Elem";"ce.9720329a@ac-martinique.fr";"97220";"Ecole primaire BELLEVUE";"Martinique";"Bellevue";"Public";"14.735146834110147";"-61.00787990888699"
"La Trinité";"Elem";"ce.9720334f@ac-martinique.fr";"97220";"Ecole élémentaire Pierre Cirille";"Martinique";"Rue Joseph Lagrosilliere, La Crique";"Public";"14.742738048451692";"-60.96352583616721"
"Le Vauclin";"Mater";"ce.9720342p@ac-martinique.fr";"97280";"Ecole maternelle Les Corallines";"Martinique";"Rue Docteur Gros Desormeaux";"Public";"14.544121291886254";"-60.84049723832808"
"Le Vauclin";"Elem";"ce.9720345t@ac-martinique.fr";"97280";"Ecole primaire Cadette";"Martinique";"Cadette";"Public";"14.564477252909676";"-60.878280181139665"
"Fort-de-France";"Elem";"ce.9720354c@ac-martinique.fr";"97200";"Ecole Primaire Ermitage";"Martinique";"33 Rue Docteur Juvenal Linval, Ermitage";"Public";"14.61427031638268";"-61.07500158540533"
"Le Lamentin";"Elem";"ce.9720365p@ac-martinique.fr";"97232";"Ecole élémentaire Long Pré";"Martinique";"Lotissement Long Pré";"Public";"14.631029444156557";"-61.00783983166938"
"Schoelcher";"Elem";"ce.9720367s@ac-martinique.fr";"97233";"Ecole primaire Bateliere";"Martinique";"Rond-Point Lumina Sophie";"Public";"14.60637644373502";"-61.090059923445196"
"Fort-de-France";"Mater";"ce.9720374z@ac-martinique.fr";"97200";"Ecole maternelle  LES PIPIRIS CHANTANT";"Martinique";"Avenue Principale De Coridon";"Public";"14.622503259734247";"-61.05792809956764"
"Ducos";"Mater";"ce.9720415u@ac-martinique.fr";"97224";"Ecole maternelle Solange ARIBO";"Martinique";"Rue Jules Ferry";"Public";"14.575030230581811";"-60.974579313378094"
"Fort-de-France";"Elem";"ce.9720442y@ac-martinique.fr";"97200";"Ecole élémentaire DILLON C -  VICTOR HILLION";"Martinique";"Avenue Jean-Marie Tjibaou, Cité Dillon";"Public";"14.612450166043228";"-61.048360128503134"
"Fort-de-France";"Elem";"ce.9720486w@ac-martinique.fr";"97200";"Ecole Elémentaire DILLON D - LOUIS MOISE";"Martinique";"25 Avenue Judes Turiaf, Cité Dillon";"Public";"14.606754935661485";"-61.05006969669481"
"Fort-de-France";"Mater";"ce.9720493d@ac-martinique.fr";"97200";"Ecole maternelle privée La Voliere";"Martinique";"Route De Didier Voie No 6";"Privé";"14.61727721598476";"-61.079197221070814"
"Le Robert";"Elem";"ce.9720604z@ac-martinique.fr";"97231";"Ecole primaire privée adventiste du Robert";"Martinique";"Mansarde Catalogne";"Privé";"14.677881194932388";"-60.94531968129316"
"Fort-de-France";"Elem";"ce.9720638l@ac-martinique.fr";"97200";"Ecole élémentaire Leon Sainte Rose";"Martinique";"24 Avenue Des Arawaks";"Public";"14.619082721210999";"-61.040111346822414"
"Le Lamentin";"Mater";"ce.9720685m@ac-martinique.fr";"97232";"Ecole maternelle Basse Gondeau";"Martinique";"Basse Gondeau";"Public";"14.626204827415535";"-61.02355037027564"
"Fort-de-France";"Elem";"ce.9720699c@ac-martinique.fr";"97200";"Ecole élémentaire Jean-Baptiste Rouamsim";"Martinique";"Place Abbé Grégoire, Terres-Sainville";"Public";"14.611443722729364";"-61.07119798782066"
"Schoelcher";"Elem";"ce.9720729k@ac-martinique.fr";"97233";"Ecole élémentaire Eustache BERTRAND";"Martinique";"27 Rue Emmanuel Ravoteur, Fond Lahayé";"Public";"14.614713952506522";"-61.10055032717022"
"Fort-de-France";"Elem";"ce.9720803r@ac-martinique.fr";"97200";"Ecole élémentaire SAINTE-THERESE A - DANIEL PIDERY";"Martinique";"20 Rue Pascal Elisabeth-Mesnager, Sainte-Thérèse";"Public";"14.609786181083706";"-61.05410311648126"
"Rivière-Salée";"Elem";"ce.9720830v@ac-martinique.fr";"97215";"Ecole primaire Thoraille";"Martinique";"Quartier Thoraille";"Public";"14.51688005996402";"-60.969509547900266"
"Le Marin";"Elem";"ce.9720831w@ac-martinique.fr";"97290";"Ecole primaire Cap Marin";"Martinique";"Quartier Cap Marin";"Public";"14.479917251928205";"-60.84128959294271"
"Le Robert";"Elem";"ce.9720859b@ac-martinique.fr";"97231";"Ecole élémentaire Emile CAPGRAS";"Martinique";"Pointe Lynch";"Public";"14.686646884149681";"-60.93487979718109"
"Le Diamant";"Elem";"ce.9720875u@ac-martinique.fr";"97223";"ECOLE ELEMENTAIRE PUBLIQUE DIZAC";"Martinique";"Quartier Dizac";"Public";"14.479262557816554";"-61.03093027016915"
"Les Anses-d'Arlet";"Elem";"ce.9720096x@ac-martinique.fr";"97217";"Ecole élémentaire";"Martinique";"15 Allée Des Arlésiens";"Public";"14.490076430900238";"-61.07976691462915"
"Le Carbet";"Elem";"ce.9720107j@ac-martinique.fr";"97221";"Ecole élémentaire A Hermann Michel";"Martinique";"Quartier Fond Savane";"Public";"14.710458872357293";"-61.18098971510979"
"Case-Pilote";"Elem";"ce.9720110m@ac-martinique.fr";"97222";"Ecole élémentaire SAINT-JUST ORVILLE";"Martinique";"Quartier Batterie";"Public";"14.644963409065541";"-61.13950992650563"
"Case-Pilote";"Mater";"ce.9720111n@ac-martinique.fr";"97222";"Ecole maternelle Les Abeilles";"Martinique";"Batterie";"Public";"14.644170321723909";"-61.13921958575943"
"Ducos";"Elem";"ce.9720116u@ac-martinique.fr";"97224";"Ecole élémentaire Yolande SAINTE-ROSE";"Martinique";"Rue Zizine Et Des Etages";"Public";"14.5755088628873";"-60.97496092608116"
"Ducos";"Elem";"ce.9720117v@ac-martinique.fr";"97224";"Ecole primaire AUGUSTE BRAILLON";"Martinique";"Quartier Durivage";"Public";"14.561877884430348";"-60.95738037230262"
"Ducos";"Elem";"ce.9720118w@ac-martinique.fr";"97224";"Ecole primaire Laurence MARIE-MAGDELEINE";"Martinique";"Morne Vert";"Public";"14.587347903966172";"-60.953219737238314"
"Fonds-Saint-Denis";"Elem";"ce.9720119x@ac-martinique.fr";"97250";"Ecole primaire FONDS-SAINT-DENIS";"Martinique";"Bourg, Fonds St Denis";"Public";"14.737981877159832";"-61.13204020192797"
"Fort-de-France";"Mater";"ce.9720139u@ac-martinique.fr";"97200";"Ecole maternelle Serenade Caraibe";"Martinique";"Rue Lazare Carnot";"Public";"14.604659324422638";"-61.06646857504122"
"Fort-de-France";"Elem";"ce.9720147c@ac-martinique.fr";"97200";"Ecole primaire Moutte";"Martinique";"Route De Moutte Voie N 9";"Public";"14.609166864329804";"-61.059599742939824"
"Fort-de-France";"Elem";"ce.9720150f@ac-martinique.fr";"97234";"Ecole élémentaire Simone VATON";"Martinique";"Route Des Rochers";"Public";"14.627577180079593";"-61.076729814565965"
"Fort-de-France";"Elem";"ce.9720152h@ac-martinique.fr";"97200";"Ecole primaire Eugene Revert";"Martinique";"Ancienne Route De Schoëlcher";"Public";"14.60618385502149";"-61.068430087802746"
"Le François";"Elem";"ce.9720177k@ac-martinique.fr";"97240";"Ecole primaire Chopotte";"Martinique";"Chopotte-Bonny";"Public";"14.63576009454087";"-60.920820248317725"
"Le François";"Elem";"ce.9720185u@ac-martinique.fr";"97240";"Ecole élémentaire Sucrerie";"Martinique";"Route Du Vauclin, Quartier Perriolat";"Public";"14.570769781760061";"-60.89514559103478"
"Gros-Morne";"Mater";"ce.9720190z@ac-martinique.fr";"97213";"Ecole maternelle La Fraicheur";"Martinique";"Quartier La Fraîcheur";"Public";"14.712110644580596";"-61.001380214222515"
"Gros-Morne";"Elem";"ce.9720191a@ac-martinique.fr";"97213";"Ecole primaire BOIS LEZARD";"Martinique";"Quartier Bois Lézard";"Public";"14.72824229443059";"-61.02235973471746"
"Le Lamentin";"Elem";"ce.9720198h@ac-martinique.fr";"97232";"Ecole primaire GASPALDY - BELEME";"Martinique";"Beleme";"Public";"14.653212928805488";"-61.009970184664056"
"Le Lamentin";"Elem";"ce.9720202m@ac-martinique.fr";"97232";"Ecole primaire Pelletier";"Martinique";"Pelletier";"Public";"14.6553617946558";"-60.97863988838052"
"Le Lorrain";"Mater";"ce.9720208u@ac-martinique.fr";"97214";"Ecole maternelle GEORGES OLINY";"Martinique";"205 Rue Jules Ferry";"Public";"14.830451805615116";"-61.05672089860277"
"Rivière-Pilote";"Elem";"ce.9720249n@ac-martinique.fr";"97211";"Ecole primaire Préfontaine";"Martinique";"Prefontaine";"Public";"14.512605913783858";"-60.911069802277765"
"Rivière-Salée";"Mater";"ce.9720256w@ac-martinique.fr";"97215";"Ecole maternelle A. LECHALLIER";"Martinique";"Rue Stephen Rose, Petit Bourg";"Public";"14.549949193900103";"-60.963131719623334"
"Le Robert";"Elem";"ce.9720267h@ac-martinique.fr";"97231";"Ecole primaire Leo Adelaide";"Martinique";"Fond Brule";"Public";"14.653054563103469";"-60.9592696100907"
"Sainte-Anne";"Elem";"ce.9720276t@ac-martinique.fr";"97227";"Ecole primaire Barriere Lacroix";"Martinique";"Barriere Lacroix";"Public";"14.463638148678841";"-60.85078042181024"
"Sainte-Anne";"Elem";"ce.9720277u@ac-martinique.fr";"97227";"Ecole primaire Cap Ferre";"Martinique";"Cap Ferre";"Public";"14.466860930879628";"-60.84096978261534"
"Saint-Esprit";"Elem";"ce.9720278v@ac-martinique.fr";"97270";"Ecole élémentaire LES OISEAUX DU PARADIS";"Martinique";"Rue Gueydon";"Public";"14.561080603323976";"-60.93840073765123"
"Saint-Joseph";"Elem";"ce.9720292k@ac-martinique.fr";"97212";"Ecole primaire FIRMIN LUC-CAYOL - DURAND";"Martinique";"Quartier Durand";"Public";"14.682365577092433";"-61.04563021108567"
"Sainte-Marie";"Elem";"ce.9720301v@ac-martinique.fr";"97230";"Ecole élémentaire Rodolphe Richer";"Martinique";"4 Rue Des Kaidons";"Public";"14.780999406264367";"-60.99440157032461"
"Sainte-Marie";"Mater";"ce.9720303x@ac-martinique.fr";"97230";"Ecole maternelle LES ALLAMANDAS";"Martinique";"6 Rue Des Kaidons";"Public";"14.78071435439402";"-60.99383580544684"
"Sainte-Marie";"Elem";"ce.9720310e@ac-martinique.fr";"97230";"Ecole élémentaire FELIX LORNE";"Martinique";"Quartier Morne Des Esses";"Public";"14.74519968550012";"-61.017610153490516"
"Sainte-Marie";"Elem";"ce.9720315k@ac-martinique.fr";"97230";"Ecole primaire Yvette Hilarus";"Martinique";"Quartier Pérou";"Public";"14.756586247220019";"-61.0298003790653"
"Schoelcher";"Elem";"ce.9720325w@ac-martinique.fr";"97233";"Ecole primaire Jocelyne BEROARD";"Martinique";"Voie Principale";"Public";"14.61781583458099";"-61.087329970077"
"Les Trois-Ilets";"Elem";"ce.9720335g@ac-martinique.fr";"97229";"Ecole élémentaire Ilet Sixtain";"Martinique";"1 Rue De La Haute Taille";"Public";"14.53921163606401";"-61.03200698530237"
"Le Vauclin";"Elem";"ce.9720346u@ac-martinique.fr";"97280";"Ecole primaire La Montagne";"Martinique";"La Montagne";"Public";"14.556535069115103";"-60.87137966703529"
"Fort-de-France";"Elem";"ce.9720355d@ac-martinique.fr";"97234";"Ecole élémentaire YVES GOUSSARD";"Martinique";"Cité Floréal";"Public";"14.633191552223686";"-61.06850025883275"
"Le Lamentin";"Elem";"ce.9720358g@ac-martinique.fr";"97232";"Ecole élémentaire PIERRE ZOBDA QUITMAN - CYCLE 3";"Martinique";"Rue Léopold Bissol";"Public";"14.618534620131797";"-60.997220596479025"
"Fort-de-France";"Elem";"christine.aubry@apprentis-auteuil.org";"97200";"Ecole élémentaire privée Saint Jean Paul II";"Martinique";"Rue Adolphe Trillard, Châteauboeuf";"Privé";"14.624431183187816";"-61.04414192845517"
"Sainte-Anne";"Mater";"ce.9720418x@ac-martinique.fr";"97227";"Ecole maternelle   L'AQUARIUM";"Martinique";"Rue Mano Germe";"Public";"14.437989225392153";"-60.87950095195933"
"Le Lamentin";"Mater";"ce.9720431l@ac-martinique.fr";"97232";"Ecole maternelle B - BAS MISSION";"Martinique";"Rue Zobda Quitmann";"Public";"14.611918334936147";"-61.00200323040507"
"Schoelcher";"Mater";"ce.9720451h@ac-martinique.fr";"97233";"Ecole maternelle Fond Lahaye";"Martinique";"51 Rue Emmanuel Ravoteur, Fond Lahaye";"Public";"14.614713952506522";"-61.10055032717022"
"Fort-de-France";"Mater";"ce.9720485v@ac-martinique.fr";"97200";"Ecole maternelle Dillon B Les Colibris";"Martinique";"Avenue Dillon, Cité Dillon";"Public";"14.60764469680052";"-61.04592194015952"
"Fort-de-France";"Mater";"ce.9720492c@ac-martinique.fr";"97200";"Ecole maternelle Ravine Bouille Emile Nabeti";"Martinique";"29 Route Des Religieuses";"Public";"14.606277003249026";"-61.06266344953525"
"Saint-Joseph";"Elem";"ce.9720553u@ac-martinique.fr";"97212";"Ecole primaire privée adventiste de ST JOSEPH";"Martinique";"5091 Rue Schoelcher";"Privé";"14.670876167585861";"-61.036635971507465"
"Le Lamentin";"Mater";"ce.9720607c@ac-martinique.fr";"97232";"Ecole maternelle LAMENTIN D - PLAINE PETIT MANOIR";"Martinique";"Plaine De Petit Manoir";"Public";"14.610761654787268";"-60.99916004391226"
"Le Diamant";"Mater";"ce.9720724e@ac-martinique.fr";"97223";"Ecole maternelle O'Mullane";"Martinique";"O'Mullane";"Public";"14.479377447120232";"-61.00277030142208"
"Le Lorrain";"Elem";"ce.9720734r@ac-martinique.fr";"97214";"Ecole élémentaire Isidore Pierre-Louis";"Martinique";"Rue Jules Ferry";"Public";"14.831602137446968";"-61.055538259790026"
"Le Lamentin";"Mater";"ce.9720865h@ac-martinique.fr";"97232";"Ecole maternelle publique Arc En Ciel";"Martinique";"Quartier Acajou";"Public";"14.628970043344502";"-61.01652960864683"
"Saint-Joseph";"Elem";"ce.9720869m@ac-martinique.fr";"97212";"Institut Catherine Les Lys de Saint Joseph";"Martinique";"Quartier Palmiste, Fonds Epingle";"Privé";"14.650082715862546";"-61.02407996286749"
"Les Anses-d'Arlet";"Mater";"ce.9720097y@ac-martinique.fr";"97217";"Ecole maternelle";"Martinique";"Gallochat";"Public";"14.524799030696917";"-61.0755898060843"
"Basse-Pointe";"Mater";"ce.9720102d@ac-martinique.fr";"97218";"Ecole maternelle LES COCCINELLES";"Martinique";"Quartier Tapis Vert";"Public";"14.866011668784365";"-61.11041002068457"
"Bellefontaine";"Elem";"ce.9720105g@ac-martinique.fr";"97222";"Ecole élémentaire Aristide Hardion";"Martinique";"Rue Jules Ferry";"Public";"14.673831987899566";"-61.16378574991913"
"Fort-de-France";"Elem";"ce.9720126e@ac-martinique.fr";"97200";"Ecole primaire Georges Gabriel";"Martinique";"Route De Balata";"Public";"14.618045349313656";"-61.07120720039682"
"Fort-de-France";"Elem";"ce.9720133m@ac-martinique.fr";"97200";"Ecole elementaire Chateauboeuf A - THEODORE BURNET";"Martinique";"Route De Châteauboeuf";"Public";"14.630096670173968";"-61.03858524711312"
"Fort-de-France";"Mater";"ce.9720134n@ac-martinique.fr";"97200";"Ecole maternelle Chateauboeuf A Flech'Kann";"Martinique";"Route De Châteauboeuf";"Public";"14.630096670173968";"-61.03858524711312"
"Fort-de-France";"Elem";"ce.9720158p@ac-martinique.fr";"97200";"Ecole élémentaire Ravine Vilaine";"Martinique";"179 Route De Ravine Vilaine";"Public";"14.634614821769052";"-61.05968992344073"
"Fort-de-France";"Elem";"ce.9720161t@ac-martinique.fr";"97200";"Ecole primaire Georges Steph - Reneville";"Martinique";"Rue Réné Maran, Renéville";"Public";"14.613667814058322";"-61.05402626021438"
"Le Lorrain";"Elem";"ce.9720211x@ac-martinique.fr";"97214";"Ecole primaire Maxime";"Martinique";"1150 Chemin De Maxime, Quartier Maxime";"Public";"14.832515806830202";"-61.07844631758744"
"Le Lorrain";"Elem";"ce.9720212y@ac-martinique.fr";"97214";"Ecole Primaire BERTAUD MARIE-ROSE";"Martinique";"Morne Capot";"Public";"14.819091269794763";"-61.093420352223596"
"Le Marin";"Elem";"ce.9720228r@ac-martinique.fr";"97290";"Ecole primaire Pérou-Courbaril";"Martinique";"Quartier Massel, Perou";"Public";"14.505520124949415";"-60.86572977992114"
"Le Robert";"Elem";"ce.9720262c@ac-martinique.fr";"97231";"Ecole élémentaire Edouard DELEPINE";"Martinique";"Quartier Moulin À Vent";"Public";"14.682080644899736";"-60.94381655283485"
"Le Robert";"Elem";"ce.9720264e@ac-martinique.fr";"97231";"Ecole primaire Couronne Lourel";"Martinique";"Quartier Cafe";"Public";"14.702667357382724";"-60.96245144332391"
"Le Robert";"Elem";"ce.9720266g@ac-martinique.fr";"97231";"Ecole primaire Robert Platon";"Martinique";"Quartier Duchene";"Public";"14.650774962064206";"-60.949748317622806"
"Saint-Joseph";"Mater";"ce.9720289g@ac-martinique.fr";"97212";"Ecole maternelle  JEANNE MERTON";"Martinique";"Quartier Belle Etoile";"Public";"14.67288981361029";"-61.033139702179696"
"Saint-Joseph";"Elem";"ce.9720290h@ac-martinique.fr";"97212";"Ecole primaire VICTOR SCHOELCHER - BOIS DU PARC";"Martinique";"Quartier Bois Du Parc";"Public";"14.675511775758203";"-61.06026001318302"
"Sainte-Luce";"Elem";"ce.9720295n@ac-martinique.fr";"97228";"Ecole élémentaire S. et A. CABRISSEAU";"Martinique";"Rue Jules Ferry";"Public";"14.469716818736304";"-60.91861978710558"
"Sainte-Luce";"Elem";"ce.9720296p@ac-martinique.fr";"97228";"Ecole élémentaire LES SUCRIERS";"Martinique";"Rue Jules Ferry";"Public";"14.470700386869842";"-60.91887028823076"
"Sainte-Marie";"Mater";"ce.9720304y@ac-martinique.fr";"97230";"Ecole maternelle LES BOUTONS D'OR";"Martinique";"8 Rue Des Kaidons Villeneuve";"Public";"14.77992441681478";"-60.99329975600949"
"Sainte-Marie";"Elem";"ce.9720305z@ac-martinique.fr";"97230";"Ecole élémentaire MARCEL CASSILDE";"Martinique";"Quartier Bezaudin";"Public";"14.761582810034387";"-61.0349104077112"
"Schoelcher";"Elem";"ce.9720321s@ac-martinique.fr";"97233";"Ecole élémentaire Anse Madame A";"Martinique";"Anse Madame";"Public";"14.618631448774314";"-61.099760260501256"
"La Trinité";"Mater";"ce.9720328z@ac-martinique.fr";"97220";"Ecole maternelle Justine Lemus";"Martinique";"Rue Perrinon";"Public";"14.717906088852498";"-60.971679898792594"
"Le Vauclin";"Elem";"ce.9720339l@ac-martinique.fr";"97280";"Ecole élémentaire VAUCLIN MIXTE A";"Martinique";"Rue Hurard Et Honore Coppet";"Public";"14.543086175769357";"-60.83985516578216"
"Bellefontaine";"Mater";"ce.9720438u@ac-martinique.fr";"97222";"Ecole maternelle BELLEFONTAINE";"Martinique";"Rue Varin De La Brunelière";"Public";"14.675232219213248";"-61.164285595928256"
"Saint-Joseph";"Elem";"ce.9720450g@ac-martinique.fr";"97212";"Ecole primaire Morne des Olives";"Martinique";"Quartier Morne Des Olives";"Public";"14.689166281932676";"-61.04171984287893"
"Ducos";"Elem";"ce.9720462v@ac-martinique.fr";"97224";"Ecole primaire René VERDIER";"Martinique";"Beauville";"Public";"14.584073263475913";"-60.95354970339576"
"Fort-de-France";"Mater";"ce.9720467a@ac-martinique.fr";"97200";"Ecole maternelle LES ABEILLES";"Martinique";"115 Avenue Abbé Lavigne, Terres-Sainville";"Public";"14.61282799586454";"-61.07193856403164"
"Le Lamentin";"Mater";"ce.9720491b@ac-martinique.fr";"97232";"Ecole maternelle Les Capucines";"Martinique";"Lotissement Long Pré";"Public";"14.631029444156557";"-61.00783983166938"
"Le François";"Elem";"ce.9720558z@ac-martinique.fr";"97240";"Ecole primaire la Manzo";"Martinique";"La Manzo";"Public";"14.584042951599223";"-60.92766982014131"
"Fort-de-France";"Mater";"ce.9720601w@ac-martinique.fr";"97234";"Ecole maternelle ALLAMANDAS";"Martinique";"Cité Castel Des Rochers";"Public";"14.629391186651333";"-61.0754499041757"
"Fort-de-France";"Mater";"ce.9720637k@ac-martinique.fr";"97200";"Ecole maternelle CHATEAUBOEUF B - KARATAS";"Martinique";"Avenue Des Arawaks";"Public";"14.616846003717475";"-61.04537379150896"
"Saint-Esprit";"Mater";"ce.9720675b@ac-martinique.fr";"97270";"Ecole maternelle SAINT-ESPRIT B";"Martinique";"Place De L'Eglise";"Public";"14.56272988204984";"-60.936366563730644"
"Le Robert";"Elem";"ce.9720697a@ac-martinique.fr";"97231";"Ecole élémentaire Occuline Amazan";"Martinique";"Quartier Vert-Pre";"Public";"14.686996678865947";"-60.94925688554273"
"Fort-de-France";"Elem";"ce.9720701e@ac-martinique.fr";"97200";"Ecole Primaire Aristide Maugee";"Martinique";"3 Rue Gérard Nouvet, Quartier Trénelle";"Public";"14.615455985613542";"-61.07008456454001"
"Le Morne-Rouge";"Elem";"ce.9720702f@ac-martinique.fr";"97260";"Ecole élémentaire MARIE LABARDE - BOURG";"Martinique";"Rue Marcel Bouquety";"Public";"14.769891121151783";"-61.1284382704917"
"Fort-de-France";"Elem";"ce.9720715v@ac-martinique.fr";"97200";"Ecole élémentaire LEON MAMIE REDOUTE";"Martinique";"Rue De La Jeunesse, Redoute";"Public";"14.630427647078164";"-61.056830051858775"
"Fort-de-France";"Elem";"ce.9720716w@ac-martinique.fr";"97200";"Ecole élémentaire d'application SUZANNE ROUSSI";"Martinique";"Route De Schoelcher";"Public";"14.609183092357553";"-61.08385673752577"
"Le François";"Elem";"ce.9720732n@ac-martinique.fr";"97240";"Ecole élémentaire ANNE MARC";"Martinique";"Pointe Courchet";"Public";"14.61268016288041";"-60.90554029226649"
"Le Robert";"Mater";"ce.9720801n@ac-martinique.fr";"97231";"Ecole maternelle Les CORAUX";"Martinique";"Cité Lacroix";"Public";"14.682472012353427";"-60.939139904493395"
"Grand'Rivière";"Elem";"ce.9720819h@ac-martinique.fr";"97218";"Ecole primaire GRAND-RIVIERE";"Martinique";"Quartier Perriolat";"Public";"14.872712632774089";"-61.177209975935504"
"Rivière-Salée";"Elem";"veronique.savy@edu-seminairecollege.com";"97215";"ANNEXE ECOLE ELEMENTAIRE PR SEMINAIRE CLG STE MARIE";"Martinique";"Quartier Laugier, Chemin De La Canneraie";"Privé";"14.522756140967847";"-60.977300902299376"
"L'Ajoupa-Bouillon";"Elem";"ce.9720095w@ac-martinique.fr";"97216";"Ecole élémentaire AJOUPA BOUILLON";"Martinique";"Bourg";"Public";"14.825349847495342";"-61.112990104036825"
"Fort-de-France";"Mater";"ce.9720125d@ac-martinique.fr";"97200";"Ecole maternelle Volga Plage";"Martinique";"Rue De La Tannerie, Volga Plage";"Public";"14.60250806334524";"-61.05261645587392"
"Fort-de-France";"Elem";"ce.9720145a@ac-martinique.fr";"97200";"Ecole primaire Morne Calebasse";"Martinique";"Rue Edward Ambroisine, Morne Calebasse";"Public";"14.616190309644116";"-61.05308619836643"
"Le François";"Elem";"ce.9720173f@ac-martinique.fr";"97240";"Ecole élémentaire Emmanuel Bruno";"Martinique";"Rue Perrinon";"Public";"14.615065596073006";"-60.90502307328646"
