"commune";"type_ecole";"mail";"code_postal";"nom_etablissement";"departement";"adresse";"statut";"latitude";"longitude"
"Bénouville";"Elem";"ce.0760645n@ac-normandie.fr";"76790";"Ecole élémentaire";"Seine-Maritime";"2 Rue Du Beausoleil";"Public";"49.7168219251108";"0.25264431290807104"
"Bordeaux-Saint-Clair";"Elem";"ce.0760646p@ac-normandie.fr";"76790";"Ecole primaire";"Seine-Maritime";"5 Route D'Etretat";"Public";"49.70048596422301";"0.257115319998065"
"Heuqueville";"Elem";"ce.0760654y@ac-normandie.fr";"76280";"Ecole primaire le Colombier";"Seine-Maritime";"47 Rue Du Manoir";"Public";"49.61626914964871";"0.14550430247961868"
"Saint-Martin-du-Bec";"Elem";"ce.0760658c@ac-normandie.fr";"76133";"Ecole primaire";"Seine-Maritime";"18 Route De Croixmare";"Public";"49.60209043505884";"0.21067857643148816"
"Louvetot";"Elem";"ce.0760668n@ac-normandie.fr";"76490";"Ecole primaire";"Seine-Maritime";"976 Route D'Allouville";"Public";"49.57227412735569";"0.7084370466571583"
"Saint-Arnoult";"Elem";"ce.0760673u@ac-normandie.fr";"76490";"Groupe scolaire Henri Dès";"Seine-Maritime";"11 Allée Des Peupliers";"Public";"49.52908615361098";"0.6644003106346036"
"Port-Jérôme-sur-Seine";"Mater";"ce.0760678z@ac-normandie.fr";"76170";"Ecole maternelle Charles Perrault";"Seine-Maritime";"Rue Du Relais, Touffreville La Cable";"Public";"49.52272004459345";"0.6191170205321197"
"Sainte-Agathe-d'Aliermont";"Elem";"ce.0760693r@ac-normandie.fr";"76660";"Ecole élémentaire";"Seine-Maritime";"6 Grand Rue De Normandie";"Public";"49.819022740961195";"1.3557557850696973"
"Baillolet";"Mater";"ce.0760701z@ac-normandie.fr";"76660";"Ecole maternelle";"Seine-Maritime";"Rue De L'Ecole";"Public";"49.79412283791144";"1.4378486158054589"
"Heugleville-sur-Scie";"Elem";"ce.0760717s@ac-normandie.fr";"76720";"Ecole élémentaire";"Seine-Maritime";"31 A Rue De L'Eglise";"Public";"49.7304050903867";"1.097966392348646"
"Lillebonne";"Elem";"ce.0760730f@ac-normandie.fr";"76170";"Ecole élémentaire Glatigny";"Seine-Maritime";"Place Pierre De Coubertin";"Public";"49.518200742404375";"0.5331075942480803"
"Port-Jérôme-sur-Seine";"Elem";"ce.0760733j@ac-normandie.fr";"76170";"Ecole élémentaire Les Charmilles";"Seine-Maritime";"4 Rue Du Bourg, Auberville La Campagne";"Public";"49.53271263297873";"0.600262824152703"
"Port-Jérôme-sur-Seine";"Elem";"ce.0760743v@ac-normandie.fr";"76330";"Ecole élémentaire Professeur Roux";"Seine-Maritime";"Rue Maurice Ravel, Notre-Dame-De-Gravenchon";"Public";"49.492392106935796";"0.5795438208817616"
"Saint-Antoine-la-Forêt";"Elem";"ce.0760745x@ac-normandie.fr";"76170";"Ecole élémentaire Maurice Leblanc";"Seine-Maritime";"221 Rue Pomone";"Public";"49.533352199628624";"0.47360759820029563"
"Petiville";"Elem";"ce.0760751d@ac-normandie.fr";"76330";"Ecole primaire Antoine de Saint-Exupéry";"Seine-Maritime";"4 Rue De L'Ecole";"Public";"49.46261578872637";"0.5865829514134842"
"Ménonval";"Elem";"ce.0760769y@ac-normandie.fr";"76270";"Ecole élémentaire";"Seine-Maritime";"1 Rue De L'Ecole";"Public";"49.7719718568937";"1.4926750966286204"
"La Vaupalière";"Elem";"ce.0760880u@ac-normandie.fr";"76150";"L'école du Séquoïa";"Seine-Maritime";"Rue De L'Eglise";"Public";"49.48809525454524";"0.996453228258986"
"Emanville";"Elem";"ce.0760918k@ac-normandie.fr";"76570";"Ecole primaire des Bleuets";"Seine-Maritime";"223 Route De Sainte-Austreberthe";"Public";"49.6198477067279";"0.9606503358731803"
"Fresquiennes";"Elem";"ce.0760919l@ac-normandie.fr";"76570";"Ecole primaire des Marronniers";"Seine-Maritime";"1 Rue Du Centre";"Public";"49.56415731801559";"1.0048602072517197"
"Pavilly";"Elem";"ce.0760927v@ac-normandie.fr";"76570";"Ecole élémentaire Pierre et Marie Curie";"Seine-Maritime";"7 Rue De La Vierge";"Public";"49.56547225313198";"0.9463112640370648"
"Saint-Ouen-du-Breuil";"Elem";"ce.0760933b@ac-normandie.fr";"76890";"Ecole primaire des Trois Villages";"Seine-Maritime";"Le Bourg";"Public";"49.63708161133709";"1.0092903237900945"
"Barentin";"Mater";"ce.0760934c@ac-normandie.fr";"76360";"Ecole maternelle Marie Pape-Carpentier";"Seine-Maritime";"8 Rue Francis Yard";"Public";"49.54503801350213";"0.9551871252299816"
"Val-de-Scie";"Elem";"ce.0760987k@ac-normandie.fr";"76720";"Ecole élémentaire Jean Quesnay";"Seine-Maritime";"19 Rue Jules Ferry, Auffay / Bp 23";"Public";"49.71802379921921";"1.1022981421629108"
"Beauval-en-Caux";"Mater";"ce.0760988l@ac-normandie.fr";"76890";"Ecole maternelle";"Seine-Maritime";"Route Du Tortillard";"Public";"49.74361163326555";"1.0195777454906696"
"Val-de-Saâne";"Elem";"ce.0761007g@ac-normandie.fr";"76890";"Ecole élémentaire Guy de Maupassant";"Seine-Maritime";"Place Jéhan Le Povremoyne";"Public";"49.70404544233294";"0.9634460372453577"
"Vassonville";"Elem";"ce.0761009j@ac-normandie.fr";"76890";"Ecole élémentaire";"Seine-Maritime";"55 Impasse Bellevue";"Public";"49.69395035657628";"1.0918189380195382"
"Angerville-la-Martel";"Elem";"ce.0761013n@ac-normandie.fr";"76540";"Ecole primaire";"Seine-Maritime";"Route De L'Eglise";"Public";"49.76155197819557";"0.5017793159231794"
"Eletot";"Elem";"ce.0761018u@ac-normandie.fr";"76540";"Ecole primaire";"Seine-Maritime";"Rue De L'Eglise";"Public";"49.78784412007408";"0.4519595192225007"
"Riville";"Mater";"ce.0761021x@ac-normandie.fr";"76540";"Ecole maternelle Leroux";"Seine-Maritime";"2 Rue Du Bosc Aux Moines";"Public";"49.724748657577734";"0.5613417666624272"
"Theuville-aux-Maillots";"Elem";"ce.0761030g@ac-normandie.fr";"76540";"Ecole élémentaire";"Seine-Maritime";"Route De Sassetot";"Public";"49.76539718362001";"0.5397607655575556"
"Thiétreville";"Elem";"ce.0761032j@ac-normandie.fr";"76540";"Ecole élémentaire";"Seine-Maritime";"5 Rue De La Mairie";"Public";"49.710546963518325";"0.5056993445700916"
"Bourdainville";"Elem";"ce.0761040t@ac-normandie.fr";"76760";"Ecole élémentaire Commandant Berthet";"Seine-Maritime";"1 Place De La Mairie";"Public";"49.6748354825341";"0.9456880972652314"
"Saussay";"Mater";"ce.0761054h@ac-normandie.fr";"76760";"Ecole maternelle";"Seine-Maritime";"Place De La Mairie";"Public";"49.63368279025025";"0.9388502413103764"
"Les Hauts-de-Caux";"Elem";"ce.0761061r@ac-normandie.fr";"76190";"Ecole primaire";"Seine-Maritime";"5 Allée Des Tisserands, Autretot";"Public";"49.6500953558817";"0.728295812094532"
"Maromme";"Mater";"ce.0761074e@ac-normandie.fr";"76150";"Ecole maternelle Thérèse Delbos";"Seine-Maritime";"2 Mail Louise Michel";"Public";"49.47759378803028";"1.0391699568650647"
"Le Houlme";"Mater";"ce.0761094b@ac-normandie.fr";"76770";"Ecole maternelle Jean Picart Le Doux";"Seine-Maritime";"79 Rue Du Général De Gaulle";"Public";"49.50547698152304";"1.0404423201906874"
"Montigny";"Elem";"ce.0761100h@ac-normandie.fr";"76380";"Ecole élémentaire";"Seine-Maritime";"Rue Des Champs";"Public";"49.45986848023683";"1.0009135933582591"
"Déville-lès-Rouen";"Mater";"ce.0761120e@ac-normandie.fr";"76250";"Ecole maternelle Ernest Crétay";"Seine-Maritime";"3 Rue René Schwach";"Public";"49.47054976432509";"1.0516503174437637"
"Montivilliers";"Elem";"ce.0761123h@ac-normandie.fr";"76290";"Ecole élémentaire Jules Ferry";"Seine-Maritime";"2 Place Jules Ferry";"Public";"49.54636946674897";"0.19140986784323355"
"Le Havre";"Mater";"ce.0761131s@ac-normandie.fr";"76610";"Ecole maternelle Jehan de Grouchy";"Seine-Maritime";"13 Avenue D'Arromanches";"Public";"49.50717984346841";"0.17895005750682721"
"Le Havre";"Elem";"ce.0761132t@ac-normandie.fr";"76610";"Ecole élémentaire Jehan de Grouchy I";"Seine-Maritime";"13 Avenue D'Arromanches";"Public";"49.50717984346841";"0.17895005750682721"
"Saint-Riquier-ès-Plains";"Elem";"ce.0761163b@ac-normandie.fr";"76460";"Ecole primaire";"Seine-Maritime";"141 Rue Du Four Banal";"Public";"49.82309146191576";"0.6656192608287874"
"Le Petit-Quevilly";"Elem";"ce.0761194k@ac-normandie.fr";"76140";"Ecole élémentaire Louis Pasteur";"Seine-Maritime";"10 Rue Louis Pasteur";"Public";"49.43124861594471";"1.062715334099734"
"Le Grand-Quevilly";"Mater";"ce.0761205x@ac-normandie.fr";"76120";"Ecole maternelle Louis Pasteur";"Seine-Maritime";"28 Rue Louis Pasteur";"Public";"49.41722544576547";"1.0339974220685997"
"Le Havre";"Mater";"ce.0761233c@ac-normandie.fr";"76620";"Ecole maternelle Stendhal";"Seine-Maritime";"128 Rue Stendhal";"Public";"49.520715371981225";"0.07889120423247034"
"Le Havre";"Mater";"ce.0761237g@ac-normandie.fr";"76600";"Ecole maternelle Alphonse de Lamartine";"Seine-Maritime";"5 Rue Des Raffineries";"Public";"49.49188483178064";"0.14159760365142487"
"Le Havre";"Elem";"ce.0761240k@ac-normandie.fr";"76600";"Ecole primaire Jacques Cassard";"Seine-Maritime";"61 Rue Massillon";"Public";"49.49888009814515";"0.13840698552019562"
"Le Havre";"Mater";"ce.0761246s@ac-normandie.fr";"76600";"Ecole maternelle les Douanes";"Seine-Maritime";"2 Rue De Tourville";"Public";"49.49606382839422";"0.12353581627237617"
"Le Havre";"Mater";"ce.0761249v@ac-normandie.fr";"76600";"Ecole maternelle Edouard Herriot";"Seine-Maritime";"5 Rue Arthur Honegger";"Public";"49.487751611600146";"0.10399841761896159"
"Le Havre";"Mater";"ce.0761252y@ac-normandie.fr";"76620";"Ecole maternelle Jules Guesde";"Seine-Maritime";"45 Rue De Fontaine La Mallet";"Public";"49.51782671987422";"0.1231187704737396"
"Le Havre";"Mater";"ce.0761254a@ac-normandie.fr";"76600";"Ecole maternelle Mailleraye";"Seine-Maritime";"39 Rue Victor Hugo";"Public";"49.491900667370125";"0.1030716283863847"
"Le Havre";"Mater";"ce.0761257d@ac-normandie.fr";"76600";"Ecole maternelle Percanville";"Seine-Maritime";"15 Rue Jérôme Bellarmato";"Public";"49.48941188239179";"0.11481969972039148"
"Le Havre";"Mater";"ce.0761263k@ac-normandie.fr";"76620";"Ecole maternelle Renaissance";"Seine-Maritime";"79 Rue Edmond Rostand";"Public";"49.515106871483795";"0.11149582543643836"
"Brémontier-Merval";"Elem";"ce.0761273w@ac-normandie.fr";"76220";"Ecole élémentaire";"Seine-Maritime";"83 Rue Du Bois-Mallard";"Public";"49.5060012550519";"1.609345224094823"
"Montroty";"Mater";"ce.0761282f@ac-normandie.fr";"76220";"Ecole maternelle";"Seine-Maritime";"Place De L'Eglise";"Public";"49.43818107405453";"1.666041901216152"
"Fécamp";"Elem";"ce.0761288m@ac-normandie.fr";"76400";"Ecole élémentaire du Port";"Seine-Maritime";"22 Rue Gustave Nicole";"Public";"49.7569201931815";"0.36951695932157774"
"Fécamp";"Elem";"ce.0761291r@ac-normandie.fr";"76400";"Ecole élémentaire Albert Camus";"Seine-Maritime";"2 Rue Paul Doumer";"Public";"49.75096936599274";"0.3699520682474063"
"Forges-les-Eaux";"Mater";"ce.0761297x@ac-normandie.fr";"76440";"Ecole maternelle Marguerite Couturier";"Seine-Maritime";"8 Rue Beaufils";"Public";"49.61308421195824";"1.5417436804538673"
"Le Havre";"Mater";"ce.0761316t@ac-normandie.fr";"76610";"Ecole maternelle Edouard Vaillant I";"Seine-Maritime";"18 Rue Charles Delescluze";"Public";"49.516423079953064";"0.17432512029866298"
"Cléville";"Elem";"ce.0761381n@ac-normandie.fr";"76640";"Ecole élémentaire";"Seine-Maritime";"40 Route Du Moulin";"Public";"49.62107701160272";"0.617407219356282"
"Hattenville";"Elem";"ce.0761385t@ac-normandie.fr";"76640";"Ecole primaire Célestin Freinet";"Seine-Maritime";"Le Bourg";"Public";"49.65109812649984";"0.5363693769437592"
"Angiens";"Elem";"ce.0761395d@ac-normandie.fr";"76740";"Ecole élémentaire";"Seine-Maritime";"19 Rue D'Iclon";"Public";"49.83004995938807";"0.7931958665536462"
"Ermenouville";"Mater";"ce.0761403m@ac-normandie.fr";"76740";"Ecole maternelle";"Seine-Maritime";"Route De La Croix De Realcan";"Public";"49.79737787779887";"0.7876310559195957"
"Annouville-Vilmesnil";"Elem";"ce.0761440c@ac-normandie.fr";"76110";"Ecole élémentaire";"Seine-Maritime";"4 Rue De La Mairie";"Public";"49.67746422818715";"0.43297700387993254"
"Bréauté";"Elem";"ce.0761447k@ac-normandie.fr";"76110";"Ecole primaire Henri Blanc";"Seine-Maritime";"8 Rue René Coty";"Public";"49.62799179207458";"0.3987388787721585"
"Saint-Maclou-la-Brière";"Elem";"ce.0761459y@ac-normandie.fr";"76110";"Ecole élémentaire les Hirondelles";"Seine-Maritime";"Le Bourg";"Public";"49.65434897637349";"0.46538030178823914"
"Vattetot-sous-Beaumont";"Elem";"ce.0761464d@ac-normandie.fr";"76110";"Ecole élémentaire Germaine Coty";"Seine-Maritime";"1 Rue Des Ecoles";"Public";"49.624762476988074";"0.44639270356903027"
"Epinay-sur-Duclair";"Elem";"ce.0761472m@ac-normandie.fr";"76480";"Ecole primaire Denise Carpentier";"Seine-Maritime";"Le Bourg";"Public";"49.52389105755332";"0.8347395134158397"
"Le Mesnil-sous-Jumièges";"Elem";"ce.0761479v@ac-normandie.fr";"76480";"Ecole primaire les Abeilles";"Seine-Maritime";"1140 Route Du Manoir";"Public";"49.412017246435965";"0.8584712920262381"
"Sotteville-sous-le-Val";"Elem";"ce.0761529z@ac-normandie.fr";"76410";"Ecole primaire Hergé";"Seine-Maritime";"115 Rue Du Village";"Public";"49.32016281087348";"1.1230867259760524"
"Elbeuf";"Mater";"ce.0761534e@ac-normandie.fr";"76500";"Ecole maternelle Raymonde Lefrançois";"Seine-Maritime";"178 Rue Pétou";"Public";"49.28888467313516";"0.9988849438962978"
"Gisors";"Elem";"ce.0270161d@ac-normandie.fr";"27140";"Ecole élémentaire Jean Moulin";"Eure";"6 Rue Du Général De Gaulle";"Public";"49.27973705729333";"1.7786001818969426"
"Les Hogues";"Elem";"ce.0270182b@ac-normandie.fr";"27910";"Ecole élémentaire";"Eure";"1 Rue Des Ecoles";"Public";"49.423715996019794";"1.3979301679142815"
"Berville-la-Campagne";"Elem";"ce.0270202y@ac-normandie.fr";"27170";"Ecole élémentaire";"Eure";"3 Rue De L'Eglise";"Public";"49.02660982238354";"0.9011497948877347"
"Combon";"Elem";"ce.0270204a@ac-normandie.fr";"27170";"Ecole primaire les Pommiers";"Eure";"15 Rue De La Mairie";"Public";"49.09663432219322";"0.8888804750178483"
"Romilly-la-Puthenaye";"Elem";"ce.0270216n@ac-normandie.fr";"27170";"Ecole élémentaire";"Eure";"1 Rue De L'Ecole";"Public";"49.00209303222595";"0.847190123576824"
"Mesnil-en-Ouche";"Elem";"ce.0270236k@ac-normandie.fr";"27410";"Ecole primaire la Clé des Champs";"Eure";"Landepereuse";"Public";"49.00422777037867";"0.6381906192595346"
"Berthouville";"Elem";"ce.0270271y@ac-normandie.fr";"27800";"Ecole élémentaire";"Eure";"Rue De La Mairie";"Public";"49.17711523184986";"0.6313000975234958"
"Brétigny";"Elem";"ce.0270274b@ac-normandie.fr";"27800";"Ecole élémentaire";"Eure";"Le Bourg";"Public";"49.21311532625354";"0.6746694280858336"
"Grand-Camp";"Elem";"ce.0270302g@ac-normandie.fr";"27270";"Ecole élémentaire";"Eure";"Le Bourg";"Public";"49.04564314358145";"0.5279896441899183"
"Saint-Aubin-du-Thenney";"Elem";"ce.0270308n@ac-normandie.fr";"27270";"Ecole primaire intercommunale";"Eure";"140 Route Des Froctiers";"Public";"49.0209458904725";"0.4879473514783633"
"Villiers-en-Désoeuvre";"Elem";"ce.0270363y@ac-normandie.fr";"27640";"Ecole primaire";"Eure";"11 Rue Des Tourelles";"Public";"48.94882318380038";"1.4874505240373372"
"Mousseaux-Neuville";"Elem";"ce.0270392e@ac-normandie.fr";"27220";"Ecole primaire";"Eure";"3 Rue Des Ecoles";"Public";"48.908373620933794";"1.3455594251022902"
"La Harengère";"Elem";"ce.0270403s@ac-normandie.fr";"27370";"Ecole primaire";"Eure";"8 Rue De La Mairie";"Public";"49.23105726643478";"0.9951196723840656"
"La Saussaye";"Mater";"ce.0270416f@ac-normandie.fr";"27370";"Ecole maternelle Louis Pasteur";"Eure";"1 Rue Gustave Hue";"Public";"49.26063469886048";"0.977309700378367"
"Louviers";"Elem";"ce.0270465j@ac-normandie.fr";"27400";"Ecole primaire Jules Ferry";"Eure";"17 Place Du Champ De Ville";"Public";"49.21053014719636";"1.1641964542701941"
"Pinterville";"Elem";"ce.0270471r@ac-normandie.fr";"27400";"Ecole primaire Le Pré Vert";"Eure";"Rue Du Docteur Schweitzer";"Public";"49.19267581126832";"1.1801796284474693"
"Les Andelys";"Elem";"ce.0270543u@ac-normandie.fr";"27700";"Ecole primaire Marcel Lefèvre";"Eure";"2 Rue Louis Pasteur";"Public";"49.24604245268204";"1.4233893869155025"
"Courcelles-sur-Seine";"Elem";"ce.0270553e@ac-normandie.fr";"27940";"Ecole primaire Claude Monet";"Eure";"8 Rue Des Champs";"Public";"49.184939980509476";"1.364999482438548"
"Notre-Dame-de-l'Isle";"Elem";"ce.0270566u@ac-normandie.fr";"27940";"Ecole élémentaire les Hirondelles";"Eure";"12 Rue Du Clos Galy";"Public";"49.15916691036222";"1.4421795944338096"
"Martot";"Elem";"ce.0270639y@ac-normandie.fr";"27340";"Ecole primaire";"Eure";"6 Rue De La Mairie";"Public";"49.2937963071533";"1.0649003617788322"
"Fiquefleur-Equainville";"Elem";"ce.0270663z@ac-normandie.fr";"27210";"Ecole élémentaire";"Eure";"1833 Route De La Morelle";"Public";"49.39316814911053";"0.30811660642631145"
"Morainville-Jouveaux";"Elem";"ce.0270685y@ac-normandie.fr";"27260";"Ecole élémentaire";"Eure";"Le Village";"Public";"49.22207139147129";"0.4450900291945907"
"Condé-sur-Risle";"Elem";"ce.0270697l@ac-normandie.fr";"27290";"Ecole primaire la Petite Condéenne";"Eure";"Le Village";"Public";"49.31437125021366";"0.613869499941526"
"Saint-Mards-de-Blacarville";"Elem";"ce.0270731y@ac-normandie.fr";"27500";"Ecole primaire Maxime Marchand";"Eure";"Mare De La Rue";"Public";"49.37864382814391";"0.520139920002877"
"Saint-Symphorien";"Elem";"ce.0270732z@ac-normandie.fr";"27500";"Ecole élémentaire";"Eure";"Le Village";"Public";"49.31490940129107";"0.4655000050506366"
"Saint-Aubin-sur-Quillebeuf";"Elem";"ce.0270749t@ac-normandie.fr";"27680";"Ecole primaire";"Eure";"5 Rue De L'Ecole";"Public";"49.46125185211457";"0.5264694914988544"
"Le Landin";"Elem";"ce.0270780b@ac-normandie.fr";"27350";"Ecole élémentaire";"Eure";"L'Eglise";"Public";"49.40244902806857";"0.7994400928814761"
"Breteuil";"Elem";"ce.0270807f@ac-normandie.fr";"27160";"Ecole primaire Guy de Maupassant";"Eure";"225 Rue Jules Ferry, Breteuil Sur Iton";"Public";"48.84080794699968";"0.9084897115695753"
