"commune";"type_ecole";"mail";"code_postal";"nom_etablissement";"departement";"adresse";"statut";"latitude";"longitude"
"Wissembourg";"Elem";"ce.0670644l@ac-strasbourg.fr";"67160";"Ecole primaire ex Altenstadt";"Bas-Rhin";"24 Rue Principale";"Public";"49.02976031725872";"7.967328675330979"
"Eschbach";"Elem";"ce.0670676w@ac-strasbourg.fr";"67360";"Groupe scolaire La rose des vents";"Bas-Rhin";"3 Rue De La Mairie";"Public";"48.875142912344174";"7.73696777397289"
"Langensoultzbach";"Elem";"ce.0670689k@ac-strasbourg.fr";"67360";"Ecole primaire";"Bas-Rhin";"1 Rue De Nehwiller";"Public";"48.967336625424835";"7.731829391793652"
"Laubach";"Elem";"ce.0670690l@ac-strasbourg.fr";"67580";"Ecole élémentaire";"Bas-Rhin";"40 Rue Principale";"Public";"48.88086276990957";"7.7205902528331665"
"Preuschdorf";"Elem";"ce.0670699w@ac-strasbourg.fr";"67250";"Ecole du Seltzbach";"Bas-Rhin";"15 Rue  Du Puits Clémenceau";"Public";"48.94135545907866";"7.809433461049057"
"Mittelbergheim";"Elem";"ce.0670705c@ac-strasbourg.fr";"67140";"Ecole primaire";"Bas-Rhin";"1 Chemin De L'Oberberg";"Public";"48.39659960787116";"7.443308238702523"
"Saint-Pierre";"Elem";"ce.0670725z@ac-strasbourg.fr";"67140";"Ecole primaire";"Bas-Rhin";"14 Rue De L'Eglise";"Public";"48.38223942255135";"7.472399465410396"
"Bootzheim";"Elem";"ce.0670736l@ac-strasbourg.fr";"67390";"Ecole primaire Albert 1er de Monaco";"Bas-Rhin";"9 Rue Principale";"Public";"48.18824811543581";"7.572546023928183"
"Mackenheim";"Elem";"ce.0670746x@ac-strasbourg.fr";"67390";"Ecole primaire";"Bas-Rhin";"30 Rue Principale";"Public";"48.183493731812604";"7.559927199246823"
"Orschwiller";"Elem";"ce.0670774c@ac-strasbourg.fr";"67600";"Ecole primaire";"Bas-Rhin";"163 Rue Des Prélats";"Public";"48.24230883902677";"7.3804762645764574"
"La Vancelle";"Elem";"ce.0670780j@ac-strasbourg.fr";"67730";"Ecole élémentaire publique";"Bas-Rhin";"1 Rue De L'Eglise";"Public";"48.285521463637146";"7.301588125369336"
"Dieffenbach-au-Val";"Elem";"ce.0670789u@ac-strasbourg.fr";"67220";"Ecole primaire";"Bas-Rhin";"Rue Des Ecoles";"Public";"48.31205237961257";"7.326585618680557"
"Saint-Maurice";"Elem";"ce.0670804k@ac-strasbourg.fr";"67220";"Ecole primaire";"Bas-Rhin";"2 Rue Principale";"Public";"48.32610735148963";"7.3369904510794655"
"Saint-Pierre-Bois";"Elem";"ce.0670805l@ac-strasbourg.fr";"67220";"Ecole primaire Hohwart";"Bas-Rhin";"47 Rue Principale";"Public";"48.333464908983956";"7.356380073068679"
"Thanvillé";"Elem";"ce.0670809r@ac-strasbourg.fr";"67220";"Ecole primaire";"Bas-Rhin";"6 Rue Principale";"Public";"48.32099288580981";"7.347494881902202"
"Stattmatten";"Elem";"ce.0670832r@ac-strasbourg.fr";"67770";"Ecole primaire";"Bas-Rhin";"33 Rue Principale";"Public";"48.79552643910862";"8.001524734807813"
"Gundershoffen";"Elem";"ce.0670838x@ac-strasbourg.fr";"67110";"Ecole primaire ex Griesbach";"Bas-Rhin";"49 Rue Principale";"Public";"48.88989841176928";"7.6773320980481214"
"Morschwiller";"Elem";"ce.0670862y@ac-strasbourg.fr";"67350";"Ecole primaire";"Bas-Rhin";"45 Rue Principale";"Public";"48.82085487127603";"7.626006500432084"
"Batzendorf";"Elem";"ce.0670864a@ac-strasbourg.fr";"67500";"Ecole primaire";"Bas-Rhin";"3 Rue Du Moulin";"Public";"48.78430668194758";"7.706661982456011"
"Haguenau";"Elem";"ce.0670900p@ac-strasbourg.fr";"67500";"Ecole élémentaire des Roses";"Bas-Rhin";"1 Rue Des Roses";"Public";"48.81830206485588";"7.790252667372874"
"Bischwiller";"Elem";"ce.0670913d@ac-strasbourg.fr";"67240";"Ecole primaire Erlenberg";"Bas-Rhin";"6A Rue Des Casernes";"Public";"48.7720727413428";"7.857034978198496"
"Uhlwiller";"Elem";"ce.0670925s@ac-strasbourg.fr";"67350";"Ecole primaire";"Bas-Rhin";"123 Rue De L'Eglise";"Public";"48.82086805663699";"7.673732817935573"
"Mundolsheim";"Elem";"ce.0670941j@ac-strasbourg.fr";"67450";"Ecole primaire";"Bas-Rhin";"4 Rue De La Souffel";"Public";"48.63893134424016";"7.713527534504515"
"Brumath";"Elem";"ce.0670942k@ac-strasbourg.fr";"67170";"Ecole primaire Les Remparts";"Bas-Rhin";"39 Rue Des Remparts";"Public";"48.732974927294606";"7.705498874877682"
"Mittelhausbergen";"Elem";"ce.0670962g@ac-strasbourg.fr";"67206";"Ecole primaire Groupe scolaire la Klamm";"Bas-Rhin";"17 Rue Des Jardins";"Public";"48.615224626387366";"7.692549414920258"
"Schiltigheim";"Elem";"ce.0670976x@ac-strasbourg.fr";"67300";"Ecole primaire Exen Schweitzer";"Bas-Rhin";"112 Route De Bischwiller";"Public";"48.605600714348306";"7.748919150702189"
"Kilstett";"Elem";"ce.0670982d@ac-strasbourg.fr";"67840";"Ecole primaire Louise Weiss";"Bas-Rhin";"2 Rue Des Ecoles";"Public";"48.67322316879399";"7.854449774937053"
"Schiltigheim";"Elem";"ce.0671011k@ac-strasbourg.fr";"67300";"Ecole primaire Exen Pire";"Bas-Rhin";"112 Route De Bischwiller";"Public";"48.605600714348306";"7.748919150702189"
"Truchtersheim";"Elem";"ce.0671019u@ac-strasbourg.fr";"67370";"Ecole élémentaire du Jardin de l'Amitié";"Bas-Rhin";"1 Rue De L'Amitié";"Public";"48.662846425414145";"7.604141545643458"
"Osthoffen";"Elem";"ce.0671021w@ac-strasbourg.fr";"67990";"Ecole primaire";"Bas-Rhin";"6 Rue Principale";"Public";"48.585024877317";"7.556132949128651"
"Fessenheim-le-Bas";"Elem";"ce.0671040s@ac-strasbourg.fr";"67117";"Ecole primaire";"Bas-Rhin";"5 Rue De L'Eglise";"Public";"48.63325520553428";"7.5406680058200335"
"Buswiller";"Elem";"ce.0671058l@ac-strasbourg.fr";"67350";"Ecole primaire";"Bas-Rhin";"55 Rue Principale";"Public";"48.81980207242252";"7.559530899066745"
"Ingwiller";"Elem";"ce.0671065u@ac-strasbourg.fr";"67340";"Ecole primaire";"Bas-Rhin";"2 A Rue Des Ecoles";"Public";"48.87411206465874";"7.47438050779909"
"Mulhausen";"Elem";"ce.0671070z@ac-strasbourg.fr";"67350";"Ecole primaire";"Bas-Rhin";"1 Rue De La Mairie";"Public";"48.882103034856456";"7.552111649471724"
"Obermodern-Zutzendorf";"Elem";"ce.0671086s@ac-strasbourg.fr";"67330";"Ecole primaire ex-Zutzendorf";"Bas-Rhin";"71 Rue Hanau Lichtenberg";"Public";"48.85515769076812";"7.550702392121182"
"Hohengoeft";"Elem";"ce.0671136w@ac-strasbourg.fr";"67310";"Ecole primaire groupe scolaire du Goeftberg";"Bas-Rhin";"1 Rue De L'Ecole";"Public";"48.663460135762676";"7.473359549161913"
"Muhlbach-sur-Bruche";"Elem";"ce.0671218k@ac-strasbourg.fr";"67130";"Ecole primaire";"Bas-Rhin";"14 Rue Des Seigneurs";"Public";"48.51667859915777";"7.298671433928872"
"Rosenwiller";"Elem";"ce.0671248t@ac-strasbourg.fr";"67560";"Ecole primaire";"Bas-Rhin";"2 Rue De L'Ecole";"Public";"48.50622281869958";"7.441709951711973"
"Bourg-Bruche";"Elem";"ce.0671253y@ac-strasbourg.fr";"67420";"Ecole primaire";"Bas-Rhin";"Quartier Des Paires";"Public";"48.359534294971105";"7.135909611425284"
"Wisches";"Elem";"ce.0671290n@ac-strasbourg.fr";"67130";"Ecole primaire Hameau de Hersbach";"Bas-Rhin";"59 Grand'Rue, Hersbach";"Public";"48.49787972824303";"7.249742635342669"
"Bergbieten";"Elem";"ce.0671298x@ac-strasbourg.fr";"67310";"Ecole primaire";"Bas-Rhin";"45 Rue Des Vosges";"Public";"48.5777217352988";"7.460976377333"
"Herbsheim";"Elem";"ce.0671348b@ac-strasbourg.fr";"67230";"Ecole primaire";"Bas-Rhin";"103 Rue De L'Eglise";"Public";"48.3498237262211";"7.6302804226097924"
"Matzenheim";"Elem";"ce.0671356k@ac-strasbourg.fr";"67150";"Ecole primaire";"Bas-Rhin";"2 Rue Du Stade";"Public";"48.39504674475564";"7.624484263220698"
"Limersheim";"Elem";"ce.0671380l@ac-strasbourg.fr";"67150";"Ecole primaire";"Bas-Rhin";"Rue Du Lin";"Public";"48.45330128176838";"7.642867045838443"
"Lingolsheim";"Elem";"ce.0671418c@ac-strasbourg.fr";"67380";"Ecole primaire Centre";"Bas-Rhin";"4 Rue De L'Ecole";"Public";"48.55809872645138";"7.681523939686769"
"Lipsheim";"Elem";"ce.0671422g@ac-strasbourg.fr";"67640";"Ecole élémentaire";"Bas-Rhin";"2 Place Leclerc";"Public";"48.48996976359959";"7.664100650974621"
"Obernai";"Elem";"ce.0671434v@ac-strasbourg.fr";"67210";"Ecole primaire Freppel";"Bas-Rhin";"29 Rue Du Général Gouraud";"Public";"48.46206067325994";"7.485857838006775"
"Bernardswiller";"Elem";"ce.0671435w@ac-strasbourg.fr";"67210";"Ecole primaire";"Bas-Rhin";"Rue De L'Ecole";"Public";"48.45144874972826";"7.463028638298782"
"Obermodern-Zutzendorf";"Mater";"ce.0671465d@ac-strasbourg.fr";"67330";"Ecole maternelle";"Bas-Rhin";"3 Rue De Zutzendorf";"Public";"48.851280725629195";"7.5441635756896765"
"Westhouse";"Mater";"ce.0671501t@ac-strasbourg.fr";"67230";"Ecole maternelle";"Bas-Rhin";"132 Rue Principale";"Public";"48.395643998818635";"7.588111733227358"
"Wasselonne";"Mater";"ce.0671504w@ac-strasbourg.fr";"67310";"Ecole maternelle Paul Eluard";"Bas-Rhin";"6 Allée Des Platanes";"Public";"48.634400689357584";"7.438832571704889"
"Strasbourg";"Elem";"ce.0671579c@ac-strasbourg.fr";"67200";"Ecole élémentaire Groupe Scolaire Paul Langevin";"Bas-Rhin";"27 Rue Lavoisier";"Public";"48.60361515186586";"7.7172758735430405"
"Strasbourg";"Mater";"ce.0671722h@ac-strasbourg.fr";"67100";"Ecole maternelle Albert Le Grand";"Bas-Rhin";"43 Rue De Freland";"Public";"48.562391828440674";"7.774667767921673"
"Sundhouse";"Mater";"ce.0671724k@ac-strasbourg.fr";"67920";"Ecole maternelle Jean Frédéric Oberlin";"Bas-Rhin";"26 Rue De La Vallée";"Public";"48.249145172706356";"7.6034351920378835"
"Achenheim";"Mater";"ce.0671766f@ac-strasbourg.fr";"67204";"Ecole maternelle";"Bas-Rhin";"6 Rue Descartes";"Public";"48.58238407950827";"7.624963722379129"
"Obernai";"Elem";"ce.0671772m@ac-strasbourg.fr";"67210";"Ecole primaire Parc";"Bas-Rhin";"204 Bis Route D'Ottrott";"Public";"48.4618514863349";"7.474603076857672"
"Matzenheim";"Elem";"ce.0671840l@ac-strasbourg.fr";"67150";"Ecole primaire privée Collège Saint-Joseph";"Bas-Rhin";"1 Rue Du Chanoine Mertian";"Privé";"48.3948514496723";"7.622284301199218"
"Strasbourg";"Elem";"ce.0671851y@ac-strasbourg.fr";"67000";"Ecole primaire privée Institution Sainte Clotilde";"Bas-Rhin";"19 Rue De Verdun";"Privé";"48.587257644830245";"7.772056295388746"
"Bischheim";"Mater";"ce.0671993c@ac-strasbourg.fr";"67800";"Ecole maternelle Centre";"Bas-Rhin";"6 Rue Nationale";"Public";"48.61437742892739";"7.75474869500746"
"Illkirch-Graffenstaden";"Elem";"ce.0672000k@ac-strasbourg.fr";"67400";"Ecole primaire Les Vergers";"Bas-Rhin";"8 Rue Des Iris";"Public";"48.54157714830723";"7.729068386269863"
"Lipsheim";"Mater";"ce.0672001l@ac-strasbourg.fr";"67640";"Ecole maternelle Jules Hoffmann";"Bas-Rhin";"2 Place Leclerc";"Public";"48.48996976359959";"7.664100650974621"
"Oermingen";"Elem";"ce.0672033w@ac-strasbourg.fr";"67970";"Ecole primaire";"Bas-Rhin";"5C Rue Du Stade";"Public";"49.00263743038659";"7.125599902907182"
"Illkirch-Graffenstaden";"Elem";"ce.0672042f@ac-strasbourg.fr";"67400";"Ecole élémentaire Adélaïde Hautval";"Bas-Rhin";"1 Rue Des Roseaux";"Public";"48.521142620138825";"7.719877932791724"
"Niedermodern";"Elem";"ce.0672093l@ac-strasbourg.fr";"67350";"Groupe scolaire et periscolaire le Steinberg";"Bas-Rhin";"1 A Rue Gayling";"Public";"48.84371595767997";"7.6209487271248415"
"Haguenau";"Mater";"ce.0672105z@ac-strasbourg.fr";"67500";"Ecole maternelle Les Pins";"Bas-Rhin";"44 A Rue Des Carrières";"Public";"48.804176176132344";"7.765480497386607"
"Illkirch-Graffenstaden";"Elem";"ce.0672115k@ac-strasbourg.fr";"67400";"Ecole primaire Nord";"Bas-Rhin";"4 Route Burkel";"Public";"48.5315717749548";"7.719543562708328"
"Benfeld";"Mater";"ce.0672146u@ac-strasbourg.fr";"67230";"Ecole maternelle Vosges";"Bas-Rhin";"Rue Du Champ Du Feu";"Public";"48.37192505570404";"7.585681072599002"
"Hilsenheim";"Elem";"ce.0672203f@ac-strasbourg.fr";"67600";"Ecole primaire";"Bas-Rhin";"48 Rue Principale";"Public";"48.29047611590136";"7.566492523516511"
"Rohrwiller";"Elem";"ce.0672214t@ac-strasbourg.fr";"67410";"Ecole primaire";"Bas-Rhin";"10 Rue Des Ecoles";"Public";"48.75709431575354";"7.902088349420972"
"Hoenheim";"Mater";"ce.0672219y@ac-strasbourg.fr";"67800";"Ecole maternelle Centre";"Bas-Rhin";"3 Rue De L'Ecole";"Public";"48.622100132295316";"7.754006094185565"
"Riedseltz";"Elem";"ce.0672225e@ac-strasbourg.fr";"67160";"Ecole primaire";"Bas-Rhin";"1 Place De L'Eglise";"Public";"48.99277164134116";"7.952506154996439"
"Val-de-Moder";"Elem";"ce.0672227g@ac-strasbourg.fr";"67350";"Ecole primaire Pierre Pfimlin";"Bas-Rhin";"99 Rue De Bitschhoffen, Uberach";"Public";"48.85099573254745";"7.621791575542546"
"Forstfeld";"Elem";"ce.0672231l@ac-strasbourg.fr";"67480";"Ecole primaire";"Bas-Rhin";"3 Rue Principale";"Public";"48.8586132434992";"8.038704761804375"
"Duttlenheim";"Elem";"ce.0672258r@ac-strasbourg.fr";"67120";"Ecole primaire Jean Hans Arp";"Bas-Rhin";"1 Place Des Frères Mathis";"Public";"48.53093200258232";"7.56094948903718"
"Oberbronn";"Elem";"ce.0672279n@ac-strasbourg.fr";"67110";"Ecole primaire";"Bas-Rhin";"Impasse De L'Ecole";"Public";"48.94016029178679";"7.611225712159482"
"Strasbourg";"Elem";"ce.0672286w@ac-strasbourg.fr";"67200";"Ecole primaire Gutenberg";"Bas-Rhin";"30 Rue De Balbronn";"Public";"48.561335867718725";"7.703422392414973"
"Bischheim";"Elem";"ce.0672391k@ac-strasbourg.fr";"67800";"Ecole primaire Lucie Aubrac";"Bas-Rhin";"4 Allée Blaise Pascal";"Public";"48.61674014965225";"7.766053867630057"
"Monswiller";"Elem";"ce.0672447w@ac-strasbourg.fr";"67700";"Ecole primaire Groupe scolaire Arc en ciel";"Bas-Rhin";"Place Des Tilleuls";"Public";"48.75560679870655";"7.378349059596632"
"Hoenheim";"Elem";"ce.0672455e@ac-strasbourg.fr";"67800";"Ecole primaire Bouchesèche";"Bas-Rhin";"5 Rue Du Wangenbourg";"Public";"48.62007661785724";"7.767550006698659"
"Mertzwiller";"Elem";"ce.0672494x@ac-strasbourg.fr";"67580";"Ecole élémentaire La Buissonnière";"Bas-Rhin";"15 Rue Du Lin";"Public";"48.86506134415862";"7.685790044292706"
"Urmatt";"Elem";"ce.0672529k@ac-strasbourg.fr";"67280";"Ecole primaire";"Bas-Rhin";"8A Rue De L'Eglise";"Public";"48.52732194322759";"7.3254943121250795"
"Strasbourg";"Elem";"ce.0672627s@ac-strasbourg.fr";"67100";"Ecole primaire Jean Fischart";"Bas-Rhin";"8 Rue De Provence";"Public";"48.54573682219018";"7.752576988514203"
"Strasbourg";"Elem";"ce.0672645l@ac-strasbourg.fr";"67100";"Ecole primaire Canardière";"Bas-Rhin";"59 Rue De La Canardière";"Public";"48.5476704652093";"7.751435895329163"
"Dettwiller";"Mater";"ce.0672649r@ac-strasbourg.fr";"67490";"Ecole maternelle";"Bas-Rhin";"37 Rue Du Château";"Public";"48.754886992092594";"7.464873780135362"
"Soufflenheim";"Elem";"ce.0672666j@ac-strasbourg.fr";"67620";"Ecole primaire Charles Perrault-Louis Cazeaux";"Bas-Rhin";"1 Rue Du Mont De L'Eglise";"Public";"48.83040694752257";"7.96215775107881"
"Kutzenhausen";"Elem";"ce.0672681a@ac-strasbourg.fr";"67250";"Ecole primaire";"Bas-Rhin";"1 Rue De L'Ecole";"Public";"48.93339095773718";"7.854991495066563"
"Thal-Marmoutier";"Elem";"ce.0672732f@ac-strasbourg.fr";"67440";"Ecole primaire";"Bas-Rhin";"10 Rue Ballerich";"Public";"48.7036789841458";"7.351785983658995"
"Bischheim";"Elem";"ce.0672777e@ac-strasbourg.fr";"67800";"Ecole primaire République";"Bas-Rhin";"Place De La République";"Public";"48.61314388691796";"7.757404848286907"
"Marlenheim";"Elem";"ce.0672840y@ac-strasbourg.fr";"67520";"Ecole primaire de Marlenheim";"Bas-Rhin";"15 Rue Des Lilas";"Public";"48.623232238371116";"7.488344812738038"
"Schweighouse-sur-Moder";"Elem";"siege@abcmzwei.org";"67590";"Ecole élémentaire privée ABCM Zweisprachigkeit";"Bas-Rhin";"79 Rue D'Ohlungen";"Privé";"48.81788838135446";"7.727169348510476"
"Wangenbourg-Engenthal";"Elem";"ce.0672898l@ac-strasbourg.fr";"67710";"Ecole primaire";"Bas-Rhin";"35 Rue Du Général De Gaulle";"Public";"48.62285461143733";"7.308717850630392"
"Hegeney";"Elem";"ce.0672901p@ac-strasbourg.fr";"67360";"Ecole les petits renards";"Bas-Rhin";"35 Rue Principale";"Public";"48.89021682142842";"7.7394993071144516"
"Strasbourg";"Mater";"ce.0672914d@ac-strasbourg.fr";"67000";"Ecole maternelle privée ABCM Zweisprachigkeit";"Bas-Rhin";"3 Rue Sainte Elisabeth";"Privé";"48.577294016272475";"7.743877416842711"
"Scharrachbergheim-Irmstett";"Elem";"ce.0672978y@ac-strasbourg.fr";"67310";"école primaire intercommunale du Scharrach";"Bas-Rhin";"3 Rue Des Jardins";"Public";"48.5910683911126";"7.487011930067509"
"Strasbourg";"Mater";"info@ganchalom.fr";"67000";"Ecole maternelle privée Gan Chalom";"Bas-Rhin";"1 A Rue Hirschler";"Privé";"48.59058185908692";"7.757063514640051"
"Sommerau";"Elem";"ce.0673053e@ac-strasbourg.fr";"67310";"Ecole Intercommunale de la Sommerau";"Bas-Rhin";"5 Rue Du Lavoir";"Public";"48.65320490832331";"7.377899537042875"
"Hoerdt";"Elem";"ce.0673057j@ac-strasbourg.fr";"67720";"Ecole primaire Im Leh";"Bas-Rhin";"26 Rue D'Eckwersheim";"Public";"48.69540266217362";"7.780530383273447"
"Wickersheim-Wilshausen";"Elem";"ce.0673058k@ac-strasbourg.fr";"67270";"Ecole primaire Ecole de la décapole";"Bas-Rhin";"2 Rue De La Forêt";"Public";"48.7856049051181";"7.527779413864012"
"Strasbourg";"Elem";"direction@cours-herrade.fr";"67000";"Ecole primaire privée Herrade de Landsberg";"Bas-Rhin";"96 Rue Saint-Dié";"Privé";"48.56741263548912";"7.750782525554797"
"Donnenheim";"Elem";"ce.0673082l@ac-strasbourg.fr";"67170";"Ecole intercommunale Rose des vents";"Bas-Rhin";"1 Rue Des Cigognes";"Public";"48.71550997571652";"7.655075619652659"
"Matzenheim";"Elem";"contact@edusens.fr";"67150";"Ecole élémentaire privée Edu'sens";"Bas-Rhin";"1 Rue Eugène Mertian";"Privé";"48.3948514496723";"7.622284301199218"
"Linthal";"Elem";"ce.0680241t@ac-strasbourg.fr";"68610";"Ecole primaire";"Haut-Rhin";"79 Rue Du Hilsenfirst";"Public";"47.94881977591227";"7.128120606321303"
"Malmerspach";"Elem";"ce.0680367e@ac-strasbourg.fr";"68550";"Ecole primaire";"Haut-Rhin";"17 Rue Des Ecoles";"Public";"47.86506247451869";"7.032793653509"
"Friesen";"Elem";"ce.0680426u@ac-strasbourg.fr";"68580";"Ecole primaire intercommunale Evelyne Nirouet";"Haut-Rhin";"16 Rue De Lepuix";"Public";"47.562709846318704";"7.14942218092822"
"Artzenheim";"Elem";"ce.0680482e@ac-strasbourg.fr";"68320";"Ecole primaire de la Source";"Haut-Rhin";"15A Rue Du Sponeck";"Public";"48.11599062683892";"7.548252084441407"
"Durrenentzen";"Elem";"ce.0680484g@ac-strasbourg.fr";"68320";"Ecole élémentaire intercommunale";"Haut-Rhin";"16 Rue Du 1Er Bataillon De Choc";"Public";"48.09293846391885";"7.502248652697295"
"Horbourg-Wihr";"Elem";"ce.0680490n@ac-strasbourg.fr";"68180";"Ecole élémentaire Les Chênes";"Haut-Rhin";"15B Rue De Lorraine";"Public";"48.086781975810005";"7.389806506504149"
"Kunheim";"Elem";"ce.0680495u@ac-strasbourg.fr";"68320";"Ecole élémentaire Jules Verne";"Haut-Rhin";"1 Rue Jules Verne";"Public";"48.07740163847017";"7.536538523632685"
"Obersaasheim";"Elem";"ce.0680551e@ac-strasbourg.fr";"68600";"Ecole primaire Le Vieux Noyer";"Haut-Rhin";"7 Rue Saint-Gall";"Public";"47.989112483323126";"7.555735781587656"
